ASV,Estimate,Std. Error,t value,Pr(>|t|),p_fdr
ASV3777,-5.216855755,,,,
ASV3784,5.006399184,,,,
ASV3785,2.667489973,,,,
ASV3789,2.550582611,,,,
ASV3793,0.673048954,,,,
ASV3796,11.45895131,,,,
ASV3799,1.146084073,0.896236425,1.278774261,0.203403722,
ASV3807,2.766257471,1.188957367,2.326624611,0.021634484,0.209076498
ASV3815,-0.824804375,1.082905966,-0.761658354,0.447733798,0.860504771
ASV3816,1.021984076,0.315363794,3.240651261,0.001537376,0.032437899
ASV3818,-0.887904596,1.809175923,-0.490778472,0.624464748,0.947567673
ASV3836,1.603795764,,,,
ASV3845,-19.50995307,,,,
ASV3856,-0.308720775,1.460897021,-0.211322749,0.832988029,
ASV3857,3.262640306,,,,
ASV3861,-3.324782863,,,,
ASV3863,-20.53756028,,,,
ASV3865,-2.745133285,,,,
ASV3867,-18.721237,,,,
ASV3873,0.069541128,0.831474556,0.083635906,0.933482997,
ASV3879,-34.79733516,,,,
ASV3886,-3.174964348,,,,
ASV3891,-19.06787634,,,,
ASV3893,-2.813815955,,,,
ASV3894,-3.422192839,0.927188091,-3.69093701,0.000335263,0.008681831
ASV3895,1.473580227,1.013105178,1.454518503,0.148370592,
ASV3907,-1.90167083,,,,
ASV3912,-0.856215472,,,,
ASV3913,-1.285794797,,,,
ASV3923,1.837328306,,,,
ASV3926,-0.013012826,0.397849026,-0.03270795,0.973960935,0.999356989
ASV3933,0.737535612,,,,
ASV3937,0.246595293,,,,
ASV3944,-0.222364766,0.795220216,-0.279626652,0.780237478,0.969817912
ASV3951,0.317809921,1.161693762,0.273574612,0.784874155,0.969817912
ASV3958,-0.276465101,,,,
ASV3961,-0.049438112,,,,
ASV3964,4.424718072,,,,
ASV3967,1.550443371,,,,
ASV3969,-22.77054106,,,,
ASV3972,1.279134744,1.107506119,1.154968557,0.250360466,0.759550604
ASV3977,1.569232387,,,,
ASV3986,-0.813017011,,,,
ASV3990,0.456448734,,,,
ASV3991,-0.877979782,0.60175563,-1.459030441,0.147126642,0.561706148
ASV4002,-2.256306771,,,,
ASV4011,8.861777395,,,,
ASV4024,0.024849981,1.573671489,0.015791086,0.987426855,
ASV4027,3.524017883,,,,
ASV4028,-0.176211652,,,,
ASV4057,1.691012396,,,,
ASV4068,2.73569962,0.9094443,3.008100245,0.003193759,0.047670069
ASV4078,-19.27412071,,,,
ASV4088,0.110992953,0.722245199,0.153677662,0.878117811,0.991293937
ASV4091,-6.389846032,,,,
ASV4095,28.94386732,,,,
ASV4096,4.440018759,,,,
ASV4103,20.96132239,,,,
ASV4106,-2.27957654,,,,
ASV4118,-2.346248059,,,,
ASV4120,-17.52069777,,,,
ASV4122,-1.356186608,,,,
ASV4123,-2.243016599,1.082803256,-2.071490446,0.040420794,
ASV4126,-19.48516663,,,,
ASV4133,-1.421609234,0.845967169,-1.68045438,0.09542768,0.485776011
ASV4137,-2.51827929,,,,
ASV4148,4.334298923,1.270040873,3.412723964,0.000873279,
ASV4163,2.598733686,,,,
ASV4164,2.415831415,,,,
ASV4171,4.710055199,,,,
ASV4175,-18.42622368,,,,
ASV4177,-2.240418744,,,,
ASV4179,-20.81237501,,,,
ASV4181,0.343070281,,,,
ASV4188,0.916920634,,,,
ASV4194,2.694621879,,,,
ASV4200,-1.012253258,,,,
ASV4203,0.621753294,,,,
ASV4223,-0.749084849,,,,
ASV4232,4.081022861,,,,
ASV4233,-1.435238642,,,,
ASV4234,-0.614609942,,,,
ASV4239,-1.901569777,,,,
ASV4240,-0.75895973,,,,
ASV4241,-0.90942875,0.82097435,-1.107743196,0.270151927,0.773881503
ASV4247,-2.058776388,,,,
ASV4256,1.233253114,,,,
ASV4258,1.400399212,,,,
ASV4261,0.217876211,0.956583977,0.227764855,0.820210327,0.986743632
ASV4266,0.19829354,1.334463192,0.148594237,0.882119154,0.991293937
ASV4274,-0.935756016,,,,
ASV4287,-2.305913794,,,,
ASV4294,1.745011765,,,,
ASV4296,3.920086316,,,,
ASV4298,-1.321797083,,,,
ASV4307,-18.5943136,,,,
ASV4312,-1.173743923,1.200136033,-0.978009068,0.330005205,0.821698179
ASV4314,1.121839933,,,,
ASV4321,-4.057338856,,,,
ASV4326,1.423272874,,,,
ASV4330,3.065013905,,,,
ASV4332,-0.762786499,,,,
ASV4333,-3.770084642,,,,
ASV4334,3.997617727,,,,
ASV4341,0.147204666,,,,
ASV4347,-4.311907396,1.822878652,-2.365438528,0.019585224,
ASV4359,-0.405678143,,,,
ASV4364,-0.560025612,,,,
ASV4372,-0.241030321,,,,
ASV4374,-18.11948525,,,,
ASV4378,-2.213225137,,,,
ASV4380,-3.676020665,,,,
ASV4383,-0.942674287,,,,
ASV4388,0.656050213,,,,
ASV4389,-0.385871243,1.095765228,-0.352147735,0.725335034,
ASV4398,0.914993776,,,,
ASV4401,-1.369086065,,,,
ASV4404,3.156293622,,,,
ASV4415,-20.4239012,,,,
ASV4419,-1.324410955,,,,
ASV4423,-4.88854158,,,,
ASV4450,2.908779311,,,,
ASV4452,-13.66152888,,,,
ASV4457,-4.842413105,4.391833137,-1.102594965,0.272373397,
ASV4459,0.881893888,0.553903589,1.592143301,0.113940289,0.513458097
ASV4460,0.456553817,,,,
ASV4472,-1.52459964,,,,
ASV4474,-4.820535123,1.207411279,-3.992454938,0.000112143,0.004446708
ASV4476,2.370864494,,,,
ASV4479,1.56876371,,,,
ASV4485,-17.97734306,,,,
ASV4486,-1.418345456,,,,
ASV4497,5.756704763,,,,
ASV4500,2.966343195,,,,
ASV4508,2.94123016,,,,
ASV4516,-0.508050355,,,,
ASV4518,4.625197589,,,,
ASV4522,4.314988946,,,,
ASV4525,5.04008868,,,,
ASV4529,-17.95609575,,,,
ASV4535,-20.01006197,,,,
ASV4545,-5.075240136,,,,
ASV4546,-1.982515661,,,,
ASV4550,0.195180073,,,,
ASV4552,0.00896347,,,,
ASV4566,3.089395721,,,,
ASV4567,-1.951473286,0.96894804,-2.014012316,0.046207945,0.336389488
ASV4568,0.323658436,,,,
ASV4572,-2.608128407,,,,
ASV4587,-2.350080234,,,,
ASV4600,-19.94079019,,,,
ASV4605,-0.58605881,,,,
ASV4610,1.196045485,,,,
ASV4612,-1.302848087,,,,
ASV4613,64.238371,,,,
ASV4620,-1.103114471,1.521803669,-0.724873052,0.469917895,
ASV4637,0.914211308,0.974781498,0.937862803,0.350167897,0.835900552
ASV4641,2.637073659,,,,
ASV4642,-2.34807727,,,,
ASV4650,-4.854901567,,,,
ASV4654,-18.180099,,,,
ASV4659,0.708094182,,,,
ASV4662,6.412332801,,,,
ASV4666,-0.4263134,,,,
ASV4672,5.310865825,,,,
ASV4675,-2.367571136,,,,
ASV4677,0.167900281,,,,
ASV4680,2.696605088,,,,
ASV4686,1.529209629,,,,
ASV4687,19.13861128,,,,
ASV4689,-3.445794865,,,,
ASV4693,-1.864956211,1.08989447,-1.711134667,0.089597613,
ASV4698,-0.644635111,,,,
ASV4700,1.872315909,,,,
ASV4703,-2.116592979,1.315708695,-1.608709426,0.110264658,
ASV4704,-1.205727043,0.910208654,-1.324671039,0.187756262,0.69035941
ASV4707,2.58620938,1.525228032,1.695621458,0.092508193,0.480820885
ASV4710,5.181350654,,,,
ASV4714,-19.36274383,,,,
ASV4729,-2.996810719,,,,
ASV4736,-2.837067746,,,,
ASV4737,-0.009550689,0.973218477,-0.009813509,0.992186107,0.999356989
ASV4742,1.430465997,,,,
ASV4746,-17.57033977,,,,
ASV4755,-18.00505307,,,,
ASV4757,0.44599538,,,,
ASV4766,-3.969188684,,,,
ASV4771,0.920526845,1.331040365,0.691584469,0.490512312,
ASV4772,-0.175401793,,,,
ASV4773,-19.81013945,,,,
ASV4774,-18.08210677,,,,
ASV4782,0.0241182,,,,
ASV4783,-4.408988039,,,,
ASV4784,-2.784914868,,,,
ASV4787,-5.817819487,,,,
ASV4789,-0.649680715,,,,
ASV4796,-6.244072432,,,,
ASV4810,-0.141140741,,,,
ASV4823,-19.3615004,,,,
ASV4834,-18.20205114,,,,
ASV4837,-5.010947722,,,,
ASV4841,0.470184826,0.456103806,1.0308724,0.30464,0.799675421
ASV4846,-1.208225098,,,,
ASV4852,0.318398937,0.470392239,0.676879656,0.499763721,0.894113872
ASV4853,-1.438091955,,,,
ASV4857,0.209325009,,,,
ASV4860,-0.153632521,1.302978331,-0.11790873,0.906333881,0.991293937
ASV4868,0.408059841,0.78316233,0.521041201,0.603282535,0.930886108
ASV4870,0.926381748,,,,
ASV4871,3.731583482,1.595840035,2.338319255,0.020998006,
ASV4873,5.663787468,0.89691444,6.314746662,4.57E-09,7.36E-08
ASV4878,-0.507645643,0.936707555,-0.54194678,0.588843627,0.919119668
ASV4887,-18.23356723,,,,
ASV4891,2.304456458,,,,
ASV4896,-25.19448041,,,,
ASV4898,1.156966977,,,,
ASV4906,1.875656911,,,,
ASV4908,-0.45564113,1.602223273,-0.284380547,0.776600886,0.969817912
ASV4909,1.659607199,,,,
ASV4910,-2.225578239,1.385217527,-1.606663354,0.110713435,
ASV4911,3.64117021,,,,
ASV4913,-0.448594609,,,,
ASV4920,1.221460842,,,,
ASV4924,-18.61689635,,,,
ASV4927,-1.845571994,,,,
ASV4933,-0.868752308,1.142575216,-0.760345836,0.44851483,0.860504771
ASV4934,-1.136959806,,,,
ASV4942,-1.83589617,,,,
ASV4952,-17.78752647,,,,
ASV4959,1.934697062,,,,
ASV4967,0.274633649,,,,
ASV4970,2.623014427,,,,
ASV4974,0.79138538,,,,
ASV4981,-33.90654207,,,,
ASV4982,3.81421716,,,,
ASV4986,-2.849190519,,,,
ASV4988,-1.661231333,,,,
ASV4997,-19.63587353,,,,
ASV5000,-3.084670804,,,,
ASV5004,1.24171025,1.272820305,0.975558172,0.331213875,0.821698179
ASV5015,25.4094586,,,,
ASV5017,-0.900428298,,,,
ASV5019,-0.050205952,,,,
ASV5028,-19.38848873,,,,
ASV5034,-3.812276403,,,,
ASV5035,-5.53185723,2.489846714,-2.221766183,0.028143244,
ASV5040,-1.661520497,,,,
ASV5046,-21.25583939,,,,
ASV5063,3.865393677,,,,
ASV5066,-0.373773801,0.973085622,-0.384111935,0.701564141,
ASV5071,0.973833561,,,,
ASV5078,-2.760620683,,,,
ASV5082,-14.92829188,,,,
ASV5088,1.208021001,0.467499402,2.584005447,0.010944539,0.126493279
ASV5103,-23.10185038,,,,
ASV5109,-0.417180554,,,,
ASV5110,-1.948799495,,,,
ASV5121,-18.31978987,,,,
ASV5132,1.79530054,,,,
ASV5135,1.373567514,,,,
ASV5146,-1.236824428,,,,
ASV5158,-18.49668969,,,,
ASV5164,-2.20785854,2.397249641,-0.920996505,0.35886987,0.835900552
ASV5180,-1.07547368,,,,
ASV5186,-4.971854293,,,,
ASV5191,1.476618034,,,,
ASV5192,1.811989204,,,,
ASV5194,-18.54378961,,,,
ASV5198,34.23067382,,,,
ASV5201,0.760915236,1.671086601,0.455341593,0.649672845,
ASV5212,-1.03689317,1.261462017,-0.821977322,0.412693342,0.85068749
ASV5214,-2.082459678,,,,
ASV5224,0.958680893,1.23292213,0.77756808,0.438328918,0.860504771
ASV5227,-4.441030171,,,,
ASV5233,-18.48700469,,,,
ASV5235,-0.311090196,,,,
ASV5242,5.298475828,,,,
ASV5252,1.609313852,,,,
ASV5253,-1.544220289,,,,
ASV5263,22.37323677,,,,
ASV5265,-1.72835744,,,,
ASV5266,4.343927869,,,,
ASV5271,1.692326253,1.145086113,1.477903044,0.142010769,0.55861733
ASV5273,4.301256121,,,,
ASV5275,-5.371493949,,,,
ASV5277,1.346960562,1.881606278,0.715856753,0.475447725,0.88321717
ASV5285,3.109395747,,,,
ASV5290,-1.475563207,,,,
ASV5298,-0.581315472,1.051500535,-0.552843724,0.581381991,0.919119668
ASV5300,1.012423829,,,,
ASV5304,-3.789845845,1.671261276,-2.267656111,0.025109557,0.235231391
ASV5308,-1.591435649,0.732595726,-2.172324506,0.031764936,0.270242001
ASV5310,0.954965838,2.002786234,0.476818655,0.634344225,0.95014982
ASV5315,-3.247657321,,,,
ASV5317,-0.919340847,0.816843834,-1.125479325,0.262595213,0.773881503
ASV5320,-18.58891463,,,,
ASV5324,-20.4706681,,,,
ASV5329,4.29698924,,,,
ASV5334,-17.05388906,,,,
ASV5335,0.188337721,,,,
ASV5337,0.107802361,,,,
ASV5338,1.261148324,0.744221925,1.694586363,0.092705101,0.480820885
ASV5339,4.778293224,,,,
ASV5342,-4.576347553,,,,
ASV5344,-1.699610878,0.879534122,-1.932399023,0.05562827,0.376375038
ASV5345,1.466115138,1.324730492,1.106727102,0.270589374,0.773881503
ASV5353,0.821273174,0.43580174,1.884511003,0.061875361,0.376375038
ASV5361,-0.64833118,,,,
ASV5365,2.055829863,,,,
ASV5368,-17.65318175,,,,
ASV5374,-2.608501012,,,,
ASV5382,0.183025411,,,,
ASV5384,-2.888560011,,,,
ASV5385,-2.730643652,1.384141406,-1.972806853,0.050778972,0.35666972
ASV5405,0.394840344,,,,
ASV5409,-0.938518505,,,,
ASV5429,-0.115585144,1.716011349,-0.067356864,0.946407872,
ASV5445,0.268094056,,,,
ASV5449,-0.318940567,,,,
ASV5452,-20.16139034,,,,
ASV5464,-2.442434456,,,,
ASV5466,-0.085011292,,,,
ASV5469,-2.012499263,0.722780036,-2.784386899,0.00621856,0.081039409
ASV5475,-18.3333279,,,,
ASV5509,2.650490794,,,,
ASV5519,-2.441588422,,,,
ASV5524,6.275517377,,,,
ASV5528,-3.31739277,,,,
ASV5536,0.229715804,,,,
ASV5537,-0.539730947,0.939081805,-0.57474327,0.566523285,0.919028871
ASV5538,0.744345918,1.371832446,0.542592443,0.588400268,0.919119668
ASV5547,-1.883526827,,,,
ASV5549,-3.694849305,,,,
ASV5552,3.063297321,,,,
ASV5553,-2.149518326,,,,
ASV5561,2.747559713,,,,
ASV5562,0.308698338,,,,
ASV5563,1.954287917,,,,
ASV5565,0.193140442,1.165121143,0.165768549,0.868613489,0.991293937
ASV5567,0.127183066,,,,
ASV5571,-1.846683842,,,,
ASV5584,-18.34339322,,,,
ASV5588,-1.328647937,,,,
ASV5590,-2.465639523,,,,
ASV5597,-7.576963562,,,,
ASV5607,22.33949239,,,,
ASV5609,-2.365509745,,,,
ASV5610,-0.700266995,,,,
ASV5612,1.238991298,,,,
ASV5618,-1.340830281,,,,
ASV5621,-2.308889096,,,,
ASV5623,-3.684358674,,,,
ASV5636,-0.133560425,,,,
ASV5640,1.159606471,,,,
ASV5645,0.799463237,,,,
ASV5647,-1.846966224,,,,
ASV5651,4.925617618,,,,
ASV5656,4.296249949,,,,
ASV5665,0.785931641,,,,
ASV5679,-1.040519632,,,,
ASV5681,1.283344075,,,,
ASV5686,-0.210735878,,,,
ASV5688,-4.404905272,,,,
ASV5693,-3.124701529,,,,
ASV5694,-4.013428873,,,,
ASV5697,-3.055065644,,,,
ASV5698,0.244635733,,,,
ASV5701,-21.50059825,,,,
ASV5703,4.718423088,,,,
ASV5705,-3.081039525,,,,
ASV5706,-1.23064238,,,,
ASV5709,1.359761065,,,,
ASV5727,2.043107013,,,,
ASV5728,2.844093702,,,,
ASV5732,-3.642918625,,,,
ASV5734,4.873353653,,,,
ASV5738,3.467709357,,,,
ASV5740,1.826338022,1.067063404,1.711555298,0.089519746,
ASV5749,0.375145441,,,,
ASV5750,-19.60461573,,,,
ASV5754,0.680526272,,,,
ASV5755,-1.585950762,2.830004851,-0.560405669,0.576230434,0.919119668
ASV5763,0.632361182,1.257204798,0.502989794,0.615878299,0.93973165
ASV5766,-3.260915843,,,,
ASV5770,0.505274004,,,,
ASV5772,-0.645161285,,,,
ASV5776,-1.232393925,,,,
ASV5785,3.160533859,,,,
ASV5794,-0.945399233,,,,
ASV5799,-20.94913941,,,,
ASV5810,-18.75236836,,,,
ASV5813,3.722324816,,,,
ASV5818,-18.96826103,,,,
ASV5824,-20.73642549,,,,
ASV5834,-2.798034382,,,,
ASV5835,-0.542970332,,,,
ASV5846,3.419327062,0.899611644,3.800892402,0.000226409,0.006535974
ASV5867,-19.54009179,,,,
ASV5870,-38.72921593,,,,
ASV5871,-1.80572258,,,,
ASV5872,-0.411067322,,,,
ASV5873,-2.304968108,,,,
ASV5876,0.860971375,,,,
ASV5879,-0.530661214,,,,
ASV5892,-18.49435296,,,,
ASV5893,-4.18067799,,,,
ASV5900,-18.70822729,,,,
ASV5905,0.452156515,,,,
ASV5907,22.79012674,,,,
ASV5908,-20.83815095,,,,
ASV5915,-3.738424397,,,,
ASV5918,-17.86339045,,,,
ASV5923,-0.212179099,0.707622007,-0.299848078,0.764803319,0.969817912
ASV5929,-1.116171356,,,,
ASV5937,-15.24526672,,,,
ASV5940,-19.51472488,,,,
ASV5951,-2.940531695,0.678745706,-4.332302461,3.05E-05,0.00133786
ASV5954,1.090645915,,,,
ASV5958,-3.094980242,,,,
ASV5963,-2.577334618,0.968078636,-2.662319487,0.008806544,0.105541687
ASV5965,-0.021312823,,,,
ASV5974,-16.73244016,,,,
ASV5985,1.647046031,,,,
ASV5990,1.151886012,,,,
ASV5997,-2.42220506,,,,
ASV5998,-19.09187248,,,,
ASV6002,2.695175913,2.083441099,1.293617523,0.198241407,
ASV6011,-0.451142943,1.508128895,-0.299140839,0.765341572,0.969817912
ASV6024,1.244849835,,,,
ASV6025,-2.283300532,,,,
ASV6029,-19.27922848,,,,
ASV6034,-40.75400328,,,,
ASV6036,1.329090235,,,,
ASV6040,-18.77710886,,,,
ASV6042,-20.47004865,,,,
ASV6066,0.887131611,,,,
ASV6071,-1.302181574,0.831401745,-1.566248305,0.119880691,0.525339397
ASV6072,-27.81697109,,,,
ASV6075,-0.622108244,,,,
ASV6081,1.913401619,,,,
ASV6084,-1.916833995,,,,
ASV6086,-2.91731155,,,,
ASV6088,0.516639035,,,,
ASV6093,-17.36964997,,,,
ASV6095,-3.856035934,,,,
ASV6099,-3.553570845,,,,
ASV6107,-5.256643812,,,,
ASV6108,-0.073994978,0.743270224,-0.099553265,0.920862399,0.991293937
ASV6112,0.04415749,1.324543471,0.033337894,0.973459617,0.999356989
ASV6117,0.825622043,,,,
ASV6122,0.003127712,,,,
ASV6132,0.654819482,,,,
ASV6134,-0.775013936,0.626578103,-1.236899171,0.218500189,
ASV6139,-0.950717252,,,,
ASV6141,-1.725187975,,,,
ASV6145,-0.139349973,0.440193255,-0.316565443,0.752114382,0.969817912
ASV6162,-1.28792665,1.572718942,-0.818917237,0.414430428,0.85068749
ASV6170,-0.765260568,0.877757429,-0.871836048,0.385010336,0.835900552
ASV6179,-5.098638427,,,,
ASV6182,-0.101874587,,,,
ASV6192,-1.717299621,,,,
ASV6193,-1.671852758,0.875397664,-1.909820905,0.058504052,0.376375038
ASV6194,3.364924347,,,,
ASV6196,-4.641487978,,,,
ASV6199,-18.97176497,,,,
ASV6202,0.486880317,,,,
ASV6207,-19.20622944,,,,
ASV6220,-4.629797441,,,,
ASV6234,-1.215399769,,,,
ASV6242,1.341417064,1.110661317,1.207764278,0.229474069,0.722435052
ASV6244,-3.898050507,,,,
ASV6247,-4.358579442,,,,
ASV6253,-1.596509184,,,,
ASV6260,-4.926912689,,,,
ASV6270,2.947105857,,,,
ASV6285,-17.21130529,,,,
ASV6289,-1.138725,,,,
ASV6309,1.355140255,1.453070206,0.932604804,0.352866048,0.835900552
ASV6321,-4.176640714,,,,
ASV6324,-19.60342819,,,,
ASV6328,-1.077089434,1.014321094,-1.06188212,0.290386725,0.799675421
ASV6341,-20.78056708,,,,
ASV6356,-1.599772659,,,,
ASV6363,-0.757597782,,,,
ASV6367,0.404880181,1.116125918,0.362754932,0.717415657,0.969817912
ASV6369,2.886250107,,,,
ASV6370,-1.302047681,,,,
ASV6372,1.984931388,,,,
ASV6373,-0.846144054,,,,
ASV6374,-18.53121897,,,,
ASV6381,-1.330934041,,,,
ASV6383,4.729408195,1.332771112,3.54855245,0.000550809,
ASV6389,-3.604443713,,,,
ASV6398,-17.38113326,,,,
ASV6400,0.694593947,,,,
ASV6401,-1.09659746,,,,
ASV6406,-23.57733152,,,,
ASV6408,-19.69307845,,,,
ASV6409,-2.245399404,2.727039368,-0.823383568,0.41189654,
ASV6437,-5.288895297,,,,
ASV6438,-1.843251645,,,,
ASV6449,-4.623894268,,,,
ASV6450,2.869204805,,,,
ASV6452,2.5075367,,,,
ASV6469,-18.03078762,,,,
ASV6476,3.015261599,,,,
ASV6482,2.55904734,,,,
ASV6486,-2.317346363,,,,
ASV6488,9.322290602,,,,
ASV6490,1.446116988,,,,
ASV6491,-32.33467726,,,,
ASV6498,-0.395593584,,,,
ASV6500,-0.697559792,,,,
ASV6504,1.047377787,,,,
ASV6507,-0.763104437,0.519309443,-1.469459967,0.14428211,0.55861733
ASV6508,0.564871681,,,,
ASV6515,-1.569672142,,,,
ASV6516,0.874265749,,,,
ASV6517,3.193094482,,,,
ASV6519,-20.26178319,,,,
ASV6520,-2.612119492,,,,
ASV6521,-22.08243716,,,,
ASV6525,-1.053204244,,,,
ASV6533,-2.088129972,,,,
ASV6546,-1.003239225,,,,
ASV6552,2.138863487,,,,
ASV6553,-18.34574318,,,,
ASV6556,-1.18886827,,,,
ASV6569,2.832825109,,,,
ASV6570,-5.634464266,,,,
ASV6572,-4.28703372,,,,
ASV6577,4.160742446,,,,
ASV6584,-3.776240069,,,,
ASV6585,-18.29244763,,,,
ASV6603,-1.478601513,,,,
ASV6604,-1.612967568,,,,
ASV6606,-0.934110356,,,,
ASV6608,0.900360203,,,,
ASV6612,-19.43881405,,,,
ASV6629,-1.718396312,0.817539741,-2.101911658,0.03761782,0.302268629
ASV6648,1.150625083,,,,
ASV6651,-0.704722041,0.920257706,-0.765787709,0.445281675,0.860504771
ASV6661,-19.4567851,,,,
ASV6671,0.155569191,,,,
ASV6673,0.233750704,0.917445028,0.254784425,0.799318588,0.978819696
ASV6674,1.051894943,1.229215482,0.855744951,0.393816427,
ASV6676,1.50230957,1.067273669,1.407614199,0.161788176,0.610066657
ASV6677,2.551775938,,,,
ASV6684,-0.31446942,0.825840299,-0.380787206,0.704023396,0.969817912
ASV6687,-6.809857237,,,,
ASV6694,0.230295399,,,,
ASV6695,-20.91903037,,,,
ASV6697,22.40607875,,,,
ASV6708,-0.082155337,,,,
ASV6713,-16.53839315,,,,
ASV6717,3.122965095,,,,
ASV6740,5.280966771,,,,
ASV6744,-3.598484738,1.092172715,-3.294794578,0.001289615,
ASV6748,1.378101002,,,,
ASV6755,-18.10732792,,,,
ASV6764,-1.779590988,,,,
ASV6777,4.621535922,,,,
ASV6779,-20.9861949,,,,
ASV6784,-19.27928058,,,,
ASV6790,5.720584817,,,,
ASV6792,4.535739173,,,,
ASV6799,0.77847218,1.341944531,0.580107569,0.562911951,
ASV6809,0.968625005,,,,
ASV6814,-19.62572803,,,,
ASV6829,0.022098384,,,,
ASV6833,-6.896067869,,,,
ASV6834,-1.05118594,,,,
ASV6843,-0.889863662,,,,
ASV6851,2.039588603,,,,
ASV6859,-5.397211195,,,,
ASV6863,-0.454686839,0.706284782,-0.643772668,0.520931241,0.89603904
ASV6864,-19.79733987,,,,
ASV6890,2.060554731,,,,
ASV6893,-24.36314152,,,,
ASV6894,0.838400944,1.43821699,0.582944681,0.561006518,0.919028871
ASV6895,2.656078187,,,,
ASV6916,-0.015107096,,,,
ASV6936,-3.962943569,3.25432831,-1.217745474,0.225670717,0.722435052
ASV6940,0.76776434,,,,
ASV6949,-5.40159532,,,,
ASV6950,2.033791863,,,,
ASV6956,-18.58394422,,,,
ASV6974,-0.942203005,,,,
ASV6976,1.429435439,,,,
ASV6977,2.839094189,,,,
ASV6978,-1.558152774,2.054175269,-0.758529614,0.449596891,0.860504771
ASV6981,0.114566953,1.121605367,0.102145511,0.918808876,0.991293937
ASV6998,2.735345609,,,,
ASV7001,2.385797386,,,,
ASV7005,-5.499589256,,,,
ASV7007,-1.486349454,,,,
ASV7010,0.951273407,,,,
ASV7017,-3.967819466,,,,
ASV7048,-1.605478141,,,,
ASV7051,-0.75940035,,,,
ASV7057,-17.74801958,,,,
ASV7062,6.223717892,,,,
ASV7063,-17.0162434,,,,
ASV7066,3.96700273,,,,
ASV7071,-17.5936105,,,,
ASV7082,7.741409719,,,,
ASV7084,-0.54867047,1.154395976,-0.475287927,0.6354316,
ASV7086,-22.49022327,,,,
ASV7087,0.307577838,1.642406144,0.187272703,0.851757916,
ASV7088,-0.352428964,,,,
ASV7095,-2.050334022,,,,
ASV7098,2.389296272,,,,
ASV7102,2.105836576,,,,
ASV7107,-0.674261245,,,,
ASV7108,0.91626874,0.419925076,2.181981482,0.031027312,0.270242001
ASV7109,0.48447219,0.551448616,0.878544574,0.381375271,0.835900552
ASV7112,-2.213390788,,,,
ASV7123,-0.555596743,,,,
ASV7135,-0.341219019,,,,
ASV7141,0.30139304,,,,
ASV7147,0.115745851,1.407448892,0.082238049,0.934592189,0.991293937
ASV7156,2.819615484,1.314898209,2.144360274,0.033987388,
ASV7165,-3.908129396,,,,
ASV7169,1.77518778,,,,
ASV7171,0.699460381,1.209685588,0.578216677,0.564183647,0.919028871
ASV7175,3.697552076,,,,
ASV7178,-0.430409922,,,,
ASV7180,-21.88510743,,,,
ASV7185,2.459630506,2.267461283,1.084750829,0.280170963,
ASV7191,-3.401371419,,,,
ASV7196,-0.572596112,1.526795987,-0.375031188,0.708288443,
ASV7201,-17.25348509,,,,
ASV7202,2.367469041,,,,
ASV7206,-17.92460641,,,,
ASV7207,-0.054478881,,,,
ASV7211,-1.354806118,,,,
ASV7214,-0.32874859,,,,
ASV7218,0.581969412,,,,
ASV7222,-1.899899537,,,,
ASV7224,-0.678194594,1.042976384,-0.650249233,0.516753868,0.89603904
ASV7225,-3.919622281,,,,
ASV7228,-1.302386672,,,,
ASV7231,0.078004383,1.004623769,0.077645369,0.938237352,
ASV7235,-18.96170665,,,,
ASV7237,1.961152788,0.959168698,2.044638021,0.043042078,0.327124466
ASV7239,-0.40378507,,,,
ASV7245,-5.021531296,,,,
ASV7263,-3.722157903,,,,
ASV7264,1.212831599,,,,
ASV7272,1.18464121,,,,
ASV7277,-1.912434467,,,,
ASV7285,-20.78628114,,,,
ASV7288,-2.774947286,,,,
ASV7301,-0.949635827,,,,
ASV7305,-0.011430082,0.876349074,-0.013042841,0.989614918,0.999356989
ASV7306,-0.997132333,,,,
ASV7314,-1.038166608,,,,
ASV7317,2.512922202,,,,
ASV7320,2.153747967,,,,
ASV7321,19.94524947,,,,
ASV7322,-18.05044561,,,,
ASV7323,-0.279579336,,,,
ASV7327,-2.355752842,,,,
ASV7343,1.244558991,,,,
ASV7347,-4.1130902,,,,
ASV7362,-21.1758469,,,,
ASV7366,-18.6137867,,,,
ASV7379,0.295934928,,,,
ASV7381,-2.821099537,,,,
ASV7384,-2.848040966,,,,
ASV7386,-1.264632521,,,,
ASV7390,-4.334348683,,,,
ASV7400,-1.686638899,,,,
ASV7407,-0.944161953,,,,
ASV7408,2.188943939,1.184723502,1.847641188,0.067076531,0.390799126
ASV7411,-6.502190952,,,,
ASV7415,2.458578471,,,,
ASV7416,2.206139015,,,,
ASV7418,-18.51567506,,,,
ASV7431,-4.223492021,,,,
ASV7439,-1.022788078,,,,
ASV7442,-4.873323106,,,,
ASV7447,-1.681694656,,,,
ASV7450,-4.130261516,,,,
ASV7452,-0.669188425,,,,
ASV7454,-21.06653216,,,,
ASV7458,-18.08462165,,,,
ASV7462,1.17704627,,,,
ASV7468,-3.824604209,,,,
ASV7480,1.085336046,,,,
ASV7486,-4.114733676,,,,
ASV7487,0.342916456,1.72377815,0.198933056,0.842646263,
ASV7488,0.236395744,0.631300316,0.374458459,0.708713329,
ASV7492,3.758311168,,,,
ASV7498,2.958436623,,,,
ASV7503,-1.606138708,,,,
