Eigvals	158																																																																																																																																																													
8.244118756	2.448349278	0.82346056	0.657771676	0.541833114	0.378160695	0.350395542	0.251732102	0.243324479	0.223261364	0.178243996	0.161244253	0.156578477	0.130787443	0.118118324	0.111831058	0.107038882	0.103554323	0.089649571	0.083884654	0.078591254	0.074960537	0.069716827	0.067078451	0.062185363	0.057508181	0.055073033	0.051254975	0.048039772	0.046586803	0.040314933	0.03820547	0.034371321	0.031986254	0.031408342	0.029610886	0.029126085	0.027827161	0.026242494	0.024230395	0.022751945	0.02244031	0.021477912	0.019043349	0.01860045	0.017477231	0.016744949	0.015973717	0.013559951	0.012735615	0.011969406	0.011788984	0.010796706	0.009962807	0.009590458	0.00863094	0.00836206	0.007896946	0.007272099	0.006902878	0.006106437	0.005314829	0.004723341	0.004282039	0.003795849	0.003257979	0.002625068	0.002413334	0.002148969	0.001541087	0.001209145	0.00095069	0.000584962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
																																																																																																																																																														
Proportion explained	158																																																																																																																																																													
0.495422277	0.147131162	0.049485059	0.039528147	0.032560933	0.022725198	0.021056678	0.015127595	0.014622347	0.013416674	0.010711399	0.009689816	0.009409431	0.007859544	0.007098205	0.006720378	0.006432397	0.006222996	0.005387404	0.005040966	0.004722865	0.00450468	0.004189565	0.004031014	0.003736969	0.003455898	0.00330956	0.003080118	0.002886903	0.002799589	0.002422687	0.00229592	0.002065511	0.001922183	0.001887454	0.001779437	0.001750304	0.001672246	0.001577017	0.001456102	0.001367256	0.001348529	0.001290694	0.001144391	0.001117776	0.001050277	0.001006271	0.000959925	0.000814872	0.000765334	0.00071929	0.000708447	0.000648818	0.000598705	0.000576329	0.000518668	0.00050251	0.000474559	0.00043701	0.000414822	0.00036696	0.000319389	0.000283845	0.000257325	0.000228108	0.000195785	0.000157751	0.000145027	0.00012914	9.26E-05	7.27E-05	5.71E-05	3.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
																																																																																																																																																														
Site	158	158																																																																																																																																																												
COOC0001	0.03328324	0.1241089	0.078082017	0.005234631	0.054962057	-0.005444225	0.017942644	-0.027222139	0.025426365	-0.000521793	-0.005902556	-0.030868656	0.023597071	0.014290274	0.02660697	-0.011425642	-0.023254515	0.010754375	0.003810518	0.021232429	0.003102713	-0.009404178	0.00540278	-0.025969542	0.008385507	0.008145678	0.022966347	-0.009125595	0.014348828	-0.011573066	-0.011311014	0.000907848	-0.009969459	-0.003856558	-0.000450267	-0.008649558	0.007110336	0.007436969	-0.000388564	-0.024570985	0.01717858	4.12E-05	-0.003862974	-0.007078518	0.006868698	-0.013544954	0.003066474	0.013945677	-0.000937098	0.024960437	-0.000532284	-0.005230964	-0.008805951	-0.005497482	-0.011915756	0.010279698	-0.006224582	-0.004617042	0.002275954	-0.001865297	0.001055791	-0.003898045	-0.011663176	0.010521286	0.000459039	-0.003059288	0.00049025	-0.004081677	0.000534823	0.000289379	0.007133147	0.003063733	-0.001803662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0002	0.040900749	-0.016775575	-0.022601067	-0.004003341	0.062539794	0.0306332	0.011999684	0.043454737	0.009418006	0.031996794	0.002967106	0.018551226	0.024890425	-0.035093977	-0.006485616	0.010256043	0.03400232	-0.02668325	0.037368655	-0.002306887	0.003823095	-0.021960858	0.001340888	-0.008093327	-0.022114776	0.034622894	0.013360646	-0.006983606	0.004815318	0.023134957	0.017803078	-0.00130567	0.015503968	0.007742034	-0.012793539	-0.017642092	0.037288055	-0.01133231	-0.012153753	-0.01092619	-0.016497562	0.011005466	0.001453138	0.001450101	0.014648399	0.002082468	0.007734196	0.006536647	-0.005980586	0.007492084	-0.005878364	0.008108326	-0.00593181	0.000467577	0.004314828	0.01383294	0.005777499	-0.006854122	0.007641331	0.006861642	0.00029003	0.006031398	-0.006455792	-0.00584184	-0.005139756	0.006045186	-0.007884265	0.000587342	-0.002713167	-0.002167851	-0.004096923	0.00024595	0.003061366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0003	0.021892514	0.158702623	0.09837105	0.00885964	0.061463839	0.00925366	-0.013858676	-0.053196082	0.028367737	0.016409356	0.014555218	-0.012287211	0.016593837	-0.018558248	-0.00638548	-0.003957551	-0.013787503	0.005540417	-0.047826943	2.84E-05	0.002310941	-0.003982229	0.003053564	-0.000430087	-0.006785461	-0.006198624	0.015028895	-0.027243999	0.013869116	-0.004121506	-0.021175291	0.006397713	-0.00616658	0.004121584	-0.010316266	0.002232746	-0.000897091	-0.011392688	0.005738217	-0.003167228	0.002412695	-0.013079632	-0.017286174	0.007642871	0.006408155	-0.004303749	-0.009719122	0.000852	0.004357927	0.004749982	-0.00176701	0.00389671	-0.009942388	0.003356614	0.004809751	0.006024706	0.002237584	0.001070951	0.003161713	0.002346003	-0.004015896	0.00706195	-0.001362417	-0.002436184	0.01166375	0.005647704	0.001341617	0.004164754	-0.004594783	0.000124453	-0.003023281	-0.002986615	0.002026601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0004	-0.222581412	0.147343575	0.080353832	-0.03304739	-0.025802574	-0.038284305	-0.053248797	-0.001361202	-0.026908176	0.036222318	0.0302519	0.066684074	-0.002476367	-0.006091038	-0.004336828	-0.006462863	0.009559449	-0.002117148	-0.015121133	-0.040017281	0.041566841	0.02235292	0.024485657	0.022553867	0.003696414	0.021207662	-0.014158638	-0.027344058	-0.014475058	-0.009766354	-0.026998487	0.003100443	0.01052538	0.008181296	0.014080472	-0.006900044	-0.006121212	-0.005517282	-0.001541635	-0.005783956	0.005804402	0.005963171	-0.008825089	0.008556425	-0.00359458	-0.010949697	0.007294608	-0.004271869	0.007282493	-0.006277797	0.010644817	-0.012762292	0.01231107	0.000156538	-0.010913085	0.011112916	0.004163618	-0.003171294	0.007170905	0.010538025	0.000128745	-0.003022312	-0.002342836	0.005744235	-0.000103158	0.007600921	0.003882224	0.00514372	-0.00359837	-0.005389383	-0.004274637	-0.001398108	0.001227993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0005	0.495255435	0.163163384	-0.030952876	-0.016075713	-0.061554824	-0.055038775	0.047197094	-0.046984869	0.040723348	-0.053165865	-0.001535892	0.018140943	-0.026270741	-0.0029526	0.032564593	-0.001050771	0.003340159	0.032851473	-0.030520882	0.046807913	0.012400272	-0.022391381	0.041237743	-0.036672635	0.006482571	0.013202269	-0.013285136	-0.008955327	0.014714271	0.005494409	-0.001796812	-0.009350253	0.032001119	-0.00129653	-0.002220382	0.003785282	-0.045174214	-0.004426917	0.012161324	0.014000529	0.001909863	-0.005658527	0.002659544	0.006250017	0.01579063	-0.008578943	-0.005525408	-0.012081547	0.007518715	0.005331878	-1.12E-05	0.00318231	-0.002321289	0.002178351	0.000234923	-0.005071515	0.00815605	-0.007927517	0.009605124	-0.009950531	0.002644846	-0.006182413	0.00440532	-0.004559589	0.000374725	0.000448551	-0.004973863	-0.00321587	0.001656021	-0.000759215	0.001472617	0.000121403	-0.000119686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0006	-0.117745021	0.054834248	-0.02996078	0.08462669	0.007958846	0.017210391	0.066956674	-0.047144245	-0.120333933	-0.02542752	-0.04830333	0.013329012	-0.008666837	-0.011322213	0.019564683	-0.039842888	-0.026986426	0.01548167	0.01855746	-0.003023664	-0.028004552	-0.012512404	-0.029095619	0.003597367	-0.000134911	-0.016843324	-0.006168411	-0.020011028	-0.016674778	0.007868957	-0.024234549	0.014436825	-0.016592077	0.013012456	0.004202728	-0.00354157	0.011975975	-0.013119311	0.019011659	-0.016560485	0.000261272	0.006058693	0.009740805	0.00427498	0.010164564	-0.003519776	-0.012571779	0.007635296	0.006292297	-0.013545948	-0.001980323	0.008824687	-0.00675137	0.004462264	-0.002926644	0.001241632	-0.006904889	-0.012916354	-0.012794291	0.006060273	-0.002538447	-0.007299318	-0.005018585	0.005365801	0.005953413	0.005298515	0.002005568	0.003202546	0.000265857	-0.003707207	-3.64E-06	-0.001084071	0.000483026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0007	-0.155345198	0.052657327	-0.044295046	-0.004254205	0.01489291	-0.040752092	0.02336996	-0.049246477	-0.021525245	0.013978296	0.000835674	-0.00472127	-0.034836774	0.012699435	0.013895317	0.018718414	0.017557502	0.000668134	0.027630663	-0.007412787	-0.019923555	-0.003234989	-0.01048491	0.010618357	-0.01096204	0.009010536	0.023541971	0.027612819	0.02992231	0.007182018	-0.008089154	-0.002134978	-0.008564221	-0.011543494	0.020854568	-0.005873493	0.013949737	0.001765825	0.010919215	0.004791965	-0.002943437	-0.014050591	0.020778157	0.000694259	0.01055859	-0.028697061	0.007913375	0.017512756	0.001690504	0.002006091	0.013645302	0.005944792	0.008724204	-0.003057527	-0.008300762	-0.011984628	-0.002821539	0.00951655	0.008424629	0.006799806	0.004564101	-0.000768843	-0.000519197	-0.001910978	0.007853934	0.007291857	-0.001276847	0.002011327	0.000972074	0.000750685	0.000248063	-0.007480514	0.0018791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0008	0.055211229	-0.001438561	0.04916449	-0.040951842	0.07628606	0.029565081	0.041526237	0.002649537	-0.024043106	-0.023315597	-0.025906686	-0.007646118	0.017975386	-0.008522637	0.016572726	-0.032468579	-0.017881391	-0.006807252	0.011963681	-0.009370223	0.008570184	-0.007712817	-0.009867377	-0.007922069	0.000815296	-0.034284351	-0.043685954	0.028385578	-0.013849141	-0.005877495	0.012822366	0.016928568	0.019436058	0.004304408	0.006917144	0.005160506	0.017019919	0.019131485	-0.01407305	0.008685112	-0.004008561	-0.002866792	-0.013576377	0.009724741	0.008150481	-0.004583623	-0.001760673	-0.012314931	-0.010650377	0.00469984	0.007061898	0.012313982	0.002592908	0.012923548	0.008421632	0.003579604	0.006503617	0.003684518	-0.001119481	-0.002659502	0.003957914	0.00100235	-0.004526196	0.002146755	0.005564187	-0.004947049	0.000873271	0.001933532	-0.003267532	0.011771085	-0.001836038	0.001431647	-0.000144962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0009	0.310275809	0.123084463	0.032390592	-0.042512152	-0.016172734	-0.0076251	-0.074264848	-0.00641563	0.036959215	0.041628117	0.025698697	0.01515234	0.01337008	-0.023726479	-0.057316217	-0.024771367	0.018747559	0.024199127	-0.023748304	-0.002678765	0.000693191	-0.007884394	-0.014948355	-0.010397183	0.029032186	-0.027523359	0.007778647	-0.005333099	0.001540024	0.028912531	-0.021092359	0.011973727	0.001736347	0.019863681	0.005575294	0.010303846	-0.006623185	-0.010562102	-0.006516359	-0.006195184	-0.01834641	0.008198128	-0.001681761	0.023767507	-0.003297203	0.009057071	0.012131234	-0.007861393	0.019463701	-0.007908594	0.006782292	-0.00874771	0.006066849	-0.003099661	-0.015213281	0.005625466	0.004611248	-0.000241691	-0.013770897	-0.002953992	-0.008343014	-0.002090968	-0.001903648	0.000837679	-0.002609751	-0.001539382	0.002503362	-0.001907639	-0.004364373	-0.003043341	0.005081764	0.002602226	0.001126126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0010	0.113959583	0.027642318	0.07819932	0.052299445	0.081079101	0.038173677	0.024423722	0.031544902	0.073185088	-0.018189436	0.041868358	-0.012887583	0.01479048	0.008680512	0.014923171	-0.007961106	0.021492135	-0.009520621	0.008642535	-0.007855792	-0.011890307	-0.00865531	0.015411072	-0.001388843	-0.003467823	0.009921298	-0.003276045	-0.009836109	0.003443256	-0.009569887	-0.033034772	0.020481799	-0.006693373	-0.001350818	-0.011681812	0.017081477	0.006298796	0.015726403	-0.00206564	-0.001827093	-0.004071988	0.014836381	-0.005674497	-0.013185546	-0.003329096	-0.007921662	-0.016314916	0.012587528	0.007990601	-0.013056696	0.000584225	-0.010241017	-0.000278963	-0.003259601	-0.00260208	0.007083378	0.002380549	0.007167027	0.002222109	-0.004715131	-0.003179266	-0.00796901	0.001813607	0.00603853	-0.006738041	-0.001376501	-0.001042507	-0.001555398	0.001697622	0.006208723	-0.00180512	-0.004420295	-0.001901616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COOC0011	0.136120978	-0.153870807	0.030907646	0.010697615	0.021428033	-0.0222719	-0.000945686	0.04838576	-0.024944338	-0.018790589	0.004701029	0.035058586	0.008890138	-0.034202958	0.007888433	-0.020303173	-0.004004489	0.04835495	-0.015775082	0.009721017	0.012390278	-0.016551437	-0.019071517	-0.003664978	0.003694973	-0.003447788	0.020331817	0.014708021	-0.003764719	-0.015615534	0.000630932	0.017751604	-0.00030257	-0.007411262	0.002359723	0.009887334	0.019768573	0.00293316	0.01981775	0.003107388	0.00870021	-0.009854642	0.005465054	0.005868759	-0.003803837	-0.001303245	0.002472206	-0.016013346	0.014852224	-0.006369211	-0.008277435	-0.009224228	0.014949193	-0.005714544	0.013000964	0.006033086	0.00763901	0.003430033	0.004828179	0.009246229	-0.003889055	-0.00371139	0.013083755	0.012318983	0.000753698	0.001976051	-0.007014941	-0.008972562	0.001556471	-0.001075071	-0.002665435	-0.002610083	-0.002665293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
