ASV,Estimate,Std. Error,t value,Pr(>|t|),p_fdr
ASV9500,0.912459044,1.129557557,0.807802168,0.420636155,0.940620713
ASV9509,-0.991015645,1.602623732,-0.618370754,0.537380642,
ASV9510,0.513214247,1.120302884,0.458103121,0.647620378,0.941629169
ASV9512,1.201037642,1.963839359,0.611576317,0.541854302,
ASV9522,1.106478527,1.962519722,0.563805048,0.573829176,
ASV9524,2.986272665,5.019084774,0.594983508,0.5528579,
ASV9527,-3.880955649,1.388164616,-2.795745983,0.005939483,
ASV9533,-1.261961174,3.286300241,-0.384006658,0.701582167,
ASV9536,-0.390558842,4.731319052,-0.08254756,0.93433448,
ASV9539,-2.27738359,2.913621355,-0.78163334,0.435808955,
ASV9541,-0.01423535,1.190985486,-0.01195258,0.990481225,0.996502859
ASV9543,-22.12295058,,,,
ASV9551,-4.155623762,,,,
ASV9554,1.666018143,2.979196257,0.559217319,0.576946859,
ASV9568,0.299853939,1.50305809,0.199495908,0.842177253,0.941629169
ASV9569,-0.962054152,4.318259831,-0.222787463,0.824040162,
ASV9573,-3.566484682,2.162187858,-1.649479562,0.101391743,
ASV9580,1.24526825,1.878362488,0.662954173,0.508498689,
ASV9584,-0.584059696,1.44240369,-0.404921105,0.686181178,0.941629169
ASV9586,1.856251377,2.475340623,0.749897351,0.454631126,
ASV9604,5.377461848,1.456082836,3.693101598,0.000321519,
ASV9614,-4.065316026,2.367970839,-1.716793112,0.088327521,
ASV9616,0.542133038,0.397720566,1.363100339,0.175136948,0.695619436
ASV9630,5.576032026,,,,
ASV9634,-0.024941389,0.639171054,-0.039021461,0.968931354,0.994620707
ASV9635,-0.09900162,2.522295704,-0.0392506,0.96874901,
ASV9636,3.692593246,2.388620745,1.54591023,0.12448471,
ASV9637,-2.161992061,2.201386509,-0.982104711,0.327818148,
ASV9639,-4.992335464,,,,
ASV9640,-3.98913886,,,,
ASV9648,0.621526373,,,,
ASV9655,0.628721263,0.483079241,1.301486814,0.195325035,0.738688245
ASV9664,-3.511543266,2.229434731,-1.575082337,0.117595485,0.633805923
ASV9665,-5.186517736,0.965253703,-5.373217133,3.33E-07,
ASV9667,-6.597781816,,,,
ASV9675,3.332589463,2.991616023,1.113976338,0.267283472,
ASV9677,-0.45562323,0.32209693,-1.414553161,0.159518994,0.691678021
ASV9685,-3.719090396,,,,
ASV9687,4.781977886,1.463185546,3.268196503,0.001375219,
ASV9696,0.167473913,4.86533282,0.034421882,0.972591956,
ASV9697,-18.20891949,247086.8552,-7.37E-05,0.99994131,
ASV9703,0.132228109,3.559781339,0.037145009,0.970424665,
ASV9704,7.099569802,,,,
ASV9710,-5.447921293,,,,
ASV9715,5.769505728,,,,
ASV9719,-20.81627689,559261.1115,-3.72E-05,0.999970357,
ASV9720,-1.354852595,1.243744654,-1.089333402,0.277962062,0.859438262
ASV9724,-4.830112069,1.349223631,-3.579919561,0.000479382,
ASV9732,1.042342419,1.325390978,0.786441462,0.432997488,
ASV9735,-0.710155633,1.173467629,-0.605177012,0.546084912,
ASV9737,-5.319350642,1.777522166,-2.992565013,0.003294435,
ASV9738,-17.84388874,146986.2708,-0.000121398,0.999903319,
ASV9740,-6.433113944,,,,
ASV9756,-0.509949189,,,,
ASV9776,-5.925568709,,,,
ASV9789,4.578958204,2.854325874,1.60421704,0.111020592,
ASV9793,-0.800215674,,,,
ASV9794,-17.31254635,50828.91891,-0.000340604,0.999728744,
ASV9800,5.61603942,2.369046438,2.370590686,0.019184463,
ASV9802,0.650764935,3.184402198,0.204360158,0.838382126,
ASV9804,-5.553900602,,,,
ASV9824,-2.156221135,5.226158901,-0.412582391,0.680571963,
ASV9828,1.004592304,1.345839485,0.746442882,0.456707516,
ASV9836,-5.621869441,,,,
ASV9838,-4.793588205,,,,
ASV9840,0.356358704,1.479913783,0.240796936,0.810080538,
ASV9844,-3.372221591,1.927065351,-1.749925912,0.082420175,
ASV9845,-2.450369665,,,,
ASV9847,-15.04491017,,,,
ASV9863,-5.671476226,,,,
ASV9868,-0.235425913,1.115579534,-0.211034629,0.833180847,
ASV9869,-5.293710558,,,,
ASV9870,-4.53750677,1.760586635,-2.577269803,0.01103986,
ASV9879,-5.548893795,,,,
ASV9888,-2.879886069,,,,
ASV9891,4.657285738,1.761098077,2.644535134,0.009157262,
ASV9894,0.910139925,1.631313394,0.557918502,0.577830961,
ASV9896,-0.572204469,1.585069462,-0.360996463,0.718670587,
ASV9901,-2.131824796,1.506142277,-1.415420594,0.159265135,0.691678021
ASV9908,6.035494077,1.414853327,4.265809013,3.74E-05,
ASV9909,-4.82317539,1.844811571,-2.614454216,0.009960103,
ASV9936,2.16569578,,,,
ASV9937,-0.273457862,1.844998083,-0.148215798,0.882395268,
ASV9944,-17.05258874,166594.0766,-0.00010236,0.999918481,
ASV9949,-16.71231599,100068.0959,-0.000167009,0.999866994,
ASV9965,-0.864904331,0.970211866,-0.891459238,0.374280772,
ASV9967,-0.291085568,3.73459565,-0.077942994,0.937989665,
ASV9975,4.750463474,2.293308514,2.071445445,0.040235427,
ASV9980,-12.82480603,11544.88096,-0.001110865,0.99911531,
ASV9982,-4.817533702,,,,
ASV9983,-14.23252624,,,,
ASV9985,-1.446377652,1.55553123,-0.929828745,0.354131803,0.905309277
ASV9996,4.083943879,,,,
ASV10001,6.764218903,1.599908717,4.227878023,4.34E-05,
ASV10004,1.141928094,2.341003926,0.487794181,0.626492792,
ASV10006,-5.538088563,,,,
ASV10008,-16.01573725,,,,
ASV10009,0.59291557,1.450687642,0.408713464,0.683402392,
ASV10024,-6.085683623,,,,
ASV10025,-3.248577471,8.493573549,-0.382474756,0.702715213,
ASV10032,5.413565702,1.35135165,4.006037734,0.000101863,
ASV10038,0.100022238,3.434249662,0.029124917,0.976808296,
ASV10040,0.375297421,0.713759719,0.525803587,0.599893758,0.941629169
ASV10044,-18.43043489,119442.253,-0.000154304,0.999877113,
ASV10048,-0.015223,4.578984881,-0.003324536,0.997352353,
ASV10056,-17.1863745,,,,
ASV10057,2.342659234,3.287247253,0.712650754,0.477301002,
ASV10081,0.317965789,0.625621774,0.508239646,0.612120954,0.941629169
ASV10086,-0.890858747,1.115166881,-0.79885689,0.425787052,
ASV10087,-3.787274957,,,,
ASV10088,-4.452072188,,,,
ASV10091,5.676553369,2.10828075,2.692503534,0.007997258,
ASV10102,-17.17365887,256590.5869,-6.69E-05,0.999946697,
ASV10105,-17.24114382,75801.13737,-0.000227452,0.999818858,
ASV10116,-2.390504256,3.01533889,-0.79278129,0.429306653,
ASV10123,-0.29770628,2.120924989,-0.140366246,0.8885814,
ASV10133,-2.420256279,4.810673637,-0.503101325,0.615718982,
ASV10136,-18.72592707,,,,
ASV10137,-3.182216035,,,,
ASV10141,-0.038325175,0.759131014,-0.050485587,0.959810611,0.994620707
ASV10151,-21.97729804,502962.4822,-4.37E-05,0.999965201,
ASV10158,-3.87702522,,,,
ASV10176,-5.418269513,,,,
ASV10178,-16.62163999,274542.7818,-6.05E-05,0.999951784,
ASV10180,0.948132077,,,,
ASV10188,-3.414216455,1.565961111,-2.180268994,0.030983916,
ASV10197,-4.107650705,,,,
ASV10199,0.289142997,1.192653628,0.242436689,0.808812479,0.941629169
ASV10217,-2.46749188,2.295842389,-1.074765363,0.284411236,
ASV10218,0.32346072,,,,
ASV10227,-5.77094625,,,,
ASV10232,-5.299154042,,,,
ASV10234,1.857060087,0.980482249,1.89402724,0.06037676,0.400272086
ASV10235,-4.898505487,,,,
ASV10241,-2.303351422,2.287575858,-1.006896193,0.315799411,
ASV10245,-5.446384776,1.026682676,-5.304837514,4.54E-07,
ASV10247,-4.048806461,,,,
ASV10248,0.25525858,2.899344925,0.088040087,0.929976251,
ASV10254,7.791357472,,,,
ASV10257,-4.81042554,,,,
ASV10258,-5.023792432,,,,
ASV10261,0.534355802,0.77611808,0.688498073,0.492329439,0.941629169
ASV10265,-6.677057021,1.566765929,-4.261681275,3.80E-05,
ASV10273,2.518523196,3.717536246,0.677471053,0.499275137,
ASV10281,18.35070138,118288.3967,0.000155135,0.999876451,
ASV10313,-21.40758729,798588.9396,-2.68E-05,0.999978651,
ASV10314,-15.39032448,56604.23046,-0.000271894,0.999783465,
ASV10320,0.666565044,2.950177714,0.225940641,0.821591845,
ASV10336,-6.089231605,1.591071973,-3.827125176,0.000198101,
ASV10341,-6.18637387,,,,
ASV10343,1.30682676,2.196651893,0.594917549,0.552901861,
ASV10346,1.868315209,3.373718704,0.553785118,0.580648826,
ASV10354,-7.047467674,,,,
ASV10355,7.512189098,1.918886181,3.914869561,0.000143338,
ASV10385,3.484482418,1.431049957,2.434913191,0.016210839,
ASV10386,4.178650785,1.85564232,2.251862193,0.025958061,
ASV10387,-0.139816401,2.399135834,-0.058277818,0.953614153,
ASV10399,0.224482985,3.614972458,0.062098118,0.950577225,
ASV10409,6.165113659,1.059916747,5.816601799,4.20E-08,
ASV10413,-0.152827891,1.967653899,-0.077670108,0.938206329,
ASV10419,-3.00026763,,,,
ASV10420,-4.822150622,1.143021427,-4.218775352,4.50E-05,
ASV10425,-4.48201178,,,,
ASV10429,-4.734311335,,,,
ASV10435,-4.893377984,,,,
ASV10440,-4.879989942,1.069970271,-4.560864985,1.14E-05,
ASV10463,-4.862945943,,,,
ASV10465,-2.030330941,1.091867439,-1.859503148,0.065148801,0.415508633
ASV10483,5.626781186,,,,
ASV10489,-1.215714637,,,,
ASV10490,-1.193658344,1.790378569,-0.666707234,0.506105488,
ASV10497,-4.991051368,,,,
ASV10501,-4.215042337,1.140721923,-3.695065599,0.000319273,
ASV10515,6.412808517,,,,
ASV10516,-5.682757251,,,,
ASV10528,0.293880218,1.481223453,0.198403703,0.843029914,
ASV10541,-1.035491066,2.650010489,-0.390749799,0.696602722,
ASV10544,1.115225235,,,,
ASV10553,-4.033019556,,,,
ASV10554,-15.79027653,38949.50753,-0.000405404,0.999677138,
ASV10563,-5.024744499,,,,
ASV10567,4.090792779,1.297716358,3.152301159,0.001999139,0.029698003
ASV10576,-2.091907598,2.789816688,-0.749836936,0.454667393,
ASV10585,-13.02025201,14499.18202,-0.000897999,0.999284836,
ASV10588,7.07284966,,,,
ASV10589,5.571961107,,,,
ASV10591,19.59282543,200853.9366,9.75E-05,0.999922313,
ASV10597,0.179157229,0.481058605,0.372422875,0.710166389,0.941629169
ASV10598,4.657512725,1.26147573,3.692114413,0.000322653,
ASV10606,2.305265525,1.370280904,1.682330621,0.094833581,
ASV10610,2.755193249,2.960579372,0.930626375,0.35372043,
ASV10611,-5.484283797,,,,
ASV10612,-1.246802649,3.427008823,-0.363816586,0.716568362,
ASV10618,-0.194801507,0.59479555,-0.327510027,0.74379327,0.941629169
ASV10623,-5.186570577,,,,
ASV10625,-5.151232678,,,,
ASV10650,-3.690803728,1.795911304,-2.055114705,0.041810559,
ASV10663,-0.059222642,1.326169972,-0.044656902,0.964447266,
ASV10665,1.854065263,1.735997727,1.068011343,0.287435671,
ASV10678,-1.273754868,3.572330222,-0.356561345,0.721981044,
ASV10681,-4.344745822,,,,
ASV10682,-5.576035324,,,,
ASV10705,0.004122612,1.535359253,0.002685112,0.997861586,0.997857593
ASV10709,1.77521928,2.067992212,0.858426483,0.392189907,
ASV10718,-5.13592613,,,,
ASV10720,-0.370517101,1.190672434,-0.311183068,0.75614503,0.941629169
ASV10721,2.474052871,1.792409357,1.380294553,0.169794298,
ASV10735,-19.75104271,271976.9727,-7.26E-05,0.999942165,
ASV10736,-4.239175185,1.662528196,-2.549836566,0.011902682,
ASV10739,-17.48897308,233967.9706,-7.47E-05,0.99994047,
ASV10744,-0.029647353,,,,
ASV10752,4.854175397,2.418828025,2.006829484,0.046779892,
ASV10754,-17.32698568,86544.14131,-0.00020021,0.999840553,
ASV10757,-16.7134869,,,,
ASV10764,-5.635021997,,,,
ASV10767,7.217199802,,,,
ASV10771,-0.011929274,1.156854347,-0.01031182,0.99178784,
ASV10775,-6.259816791,,,,
ASV10777,-3.260642964,1.602778198,-2.034369427,0.043887341,
ASV10782,-0.340982419,0.602522983,-0.565924336,0.572391702,0.941629169
ASV10787,0.279261433,1.29067646,0.216368271,0.829029738,
ASV10802,4.717146521,2.761198151,1.708369434,0.089883213,
ASV10806,3.424501518,1.669480833,2.051237396,0.042192194,0.327787763
ASV10808,5.574405079,1.347919615,4.135561956,6.21E-05,
ASV10810,-0.749947983,0.961965148,-0.779599952,0.437001139,0.941629169
ASV10811,-5.879407087,1.262295445,-4.657710768,7.61E-06,
ASV10817,-5.35786487,,,,
ASV10823,-0.350561981,0.656661767,-0.533854715,0.594326547,0.941629169
ASV10827,-4.793377555,,,,
ASV10833,-16.31161041,,,,
ASV10835,0.306539265,0.995650023,0.30787853,0.758652801,0.941629169
ASV10844,-3.344266492,,,,
ASV10851,-4.347426662,,,,
ASV10853,-15.90914172,53198.14372,-0.000299054,0.999761834,
ASV10860,4.623353526,1.93652036,2.387454127,0.018361533,
ASV10869,-1.53322003,2.74444405,-0.558663249,0.577323934,
ASV10870,-3.735576744,,,,
ASV10875,-5.321752753,,,,
ASV10890,-0.652907297,1.156464467,-0.564571862,0.57330886,0.941629169
ASV10894,-20.8465412,584440.9858,-3.57E-05,0.999971593,
ASV10897,-4.33864631,,,,
ASV10908,4.383335519,1.74239613,2.515694017,0.013060701,
ASV10912,-4.103092074,,,,
ASV10913,-16.97094181,113034.2992,-0.00015014,0.999880429,
ASV10917,5.069344958,1.770764571,2.862800082,0.004874855,
ASV10920,-17.77581735,336923.7035,-5.28E-05,0.999957983,
ASV10923,-4.336723861,,,,
ASV10924,-4.761735277,,,,
ASV10929,-15.76290089,,,,
ASV10937,-0.484898516,0.881491203,-0.550088888,0.583174167,0.941629169
ASV10941,-6.039104598,,,,
ASV10948,-4.916241595,,,,
ASV10950,6.535873267,1.862635113,3.508939149,0.000613074,
ASV10952,-18.01605274,101529.3222,-0.000177447,0.999858682,
ASV10966,-16.3041146,222581.2884,-7.33E-05,0.999941664,
ASV10970,-5.132155648,,,,
ASV10972,-0.477704875,1.857661718,-0.257153856,0.797454451,0.941629169
ASV10975,-5.317353102,,,,
ASV10976,3.898126037,2.516329716,1.549131663,0.123708649,
ASV10980,0.317744929,1.029184187,0.308734756,0.758002774,0.941629169
ASV10981,-2.941053211,1.70054633,-1.729475498,0.086026794,
ASV10988,-5.072576642,,,,
ASV10989,-5.073509164,1.247917613,-4.06558022,8.13E-05,
ASV10997,-4.597705022,,,,
ASV11002,-7.020907609,,,,
ASV11018,-20.08372517,206390.7418,-9.73E-05,0.999922503,
ASV11027,-2.115428217,3.064675365,-0.690261762,0.491223408,
ASV11034,-1.030491992,3.186463507,-0.323396766,0.746898925,
ASV11046,-5.523885109,,,,
ASV11049,-0.295723606,0.362560168,-0.815653874,0.416145599,0.937331383
ASV11051,0.315688398,3.091741645,0.102106979,0.918824399,
ASV11053,-3.363351531,1.729678263,-1.944495461,0.05393061,
ASV11055,0.953722686,1.925381627,0.495342156,0.621169942,
ASV11061,1.301488274,2.674251889,0.486673779,0.62728459,
ASV11062,-4.461556103,,,,
ASV11080,4.234246892,2.358545781,1.795278653,0.074863115,
ASV11081,-0.136944439,0.623002513,-0.219813622,0.826350819,0.941629169
ASV11087,-1.298032746,1.103012732,-1.176806675,0.241358858,0.789853955
ASV11088,-4.125985571,,,,
ASV11091,3.14572224,1.328521472,2.367836958,0.019321896,0.178924188
ASV11092,-6.001509548,,,,
ASV11116,-3.228266609,1.663123683,-1.941086307,0.054346969,
ASV11120,-4.298087511,,,,
ASV11121,5.970545486,1.207378492,4.945048736,2.24E-06,
ASV11127,2.207072062,1.492229995,1.479042822,0.141475841,
ASV11142,-0.964410193,2.443124022,-0.394744673,0.69365893,
ASV11143,5.63920383,2.493288489,2.261753446,0.025322996,
ASV11144,-16.13784418,73567.63905,-0.000219361,0.999825302,
ASV11147,0.578522971,0.7948217,0.727865093,0.467966104,0.941629169
ASV11151,-0.093895207,0.73788196,-0.12724963,0.898933581,0.967784347
ASV11158,-3.330084717,3.035748645,-1.096956667,0.274627722,
ASV11159,-4.705229532,,,,
ASV11161,4.879692968,1.235556254,3.949389559,0.000126029,
ASV11168,5.621671352,1.95079843,2.881728458,0.004607646,
ASV11187,3.330369943,2.552473514,1.304761802,0.194210286,
ASV11198,-1.136353211,2.488111569,-0.456713125,0.648616718,
ASV11207,-2.778131017,2.233654637,-1.243760325,0.215759221,
ASV11222,1.274912332,2.774855512,0.45945179,0.64665427,
ASV11233,-5.269631844,,,,
ASV11234,0.630880581,1.09818083,0.574477867,0.566607643,
ASV11241,0.993268895,1.290069082,0.769934656,0.44269385,
ASV11245,-0.923700332,3.649829932,-0.253080376,0.800593948,
ASV11255,0.021770952,0.797079855,0.027313389,0.978250413,0.994620707
ASV11268,8.269967407,1.892212219,4.370528488,2.47E-05,
ASV11269,4.432844319,,,,
ASV11277,-4.600285916,2.566935166,-1.792131713,0.075368331,
