ASV,Estimate,Std. Error,t value,Pr(>|t|),p_fdr
ASV6916,4.816825818,3.211700847,1.499774122,0.136025316,
ASV6936,-0.905006145,1.907420947,-0.474465873,0.635940019,0.941629169
ASV6940,3.158830121,1.827401647,1.728591044,0.08618564,
ASV6949,-0.996397433,1.900816824,-0.524194347,0.601009375,
ASV6950,-4.405258167,,,,
ASV6956,-21.13511117,529490.9269,-3.99E-05,0.999968211,
ASV6974,-2.222272757,2.431508569,-0.91394815,0.362385664,
ASV6976,5.725036401,,,,
ASV6977,2.005282636,1.219803473,1.64393911,0.102532982,
ASV6978,-1.223616377,1.2315918,-0.993524296,0.3222452,0.905309277
ASV6981,-1.0239436,1.615145788,-0.633963577,0.527185306,0.941629169
ASV6998,1.449137008,1.53495967,0.944088002,0.346823804,
ASV7001,0.563607413,3.63444912,0.155073684,0.876996572,
ASV7005,-5.436548915,1.416752652,-3.837331031,0.000190834,
ASV7007,-5.348150668,,,,
ASV7010,-1.098179863,2.792948935,-0.393197258,0.694798656,
ASV7017,-0.562958986,1.219130205,-0.46177101,0.644994323,0.941629169
ASV7048,-0.009663367,1.52428045,-0.006339625,0.994951173,
ASV7051,0.20228322,1.824274489,0.110884202,0.911874083,
ASV7057,-16.63345274,140236.4827,-0.00011861,0.999905539,
ASV7062,0.473231172,3.44042232,0.137550314,0.890802294,
ASV7063,-13.30224302,,,,
ASV7066,1.775209239,1.651742248,1.074749551,0.284418291,
ASV7071,-19.95810779,695420.2742,-2.87E-05,0.999977144,
ASV7082,-2.084849322,,,,
ASV7084,-0.46162879,1.548617246,-0.298090953,0.766095449,
ASV7086,-17.9216129,,,,
ASV7087,-0.620220714,2.004943434,-0.309345742,0.757539035,
ASV7088,-0.37562275,4.230556802,-0.088788017,0.929382942,
ASV7095,-3.744080439,,,,
ASV7098,4.757619893,2.073599641,2.294377275,0.023323774,
ASV7102,5.501800177,1.998978359,2.752306024,0.006738078,
ASV7107,-4.142026529,2.307474507,-1.79504758,0.074900116,
ASV7108,0.893514307,0.311698953,2.866593867,0.004820189,0.059531296
ASV7109,0.453871234,0.51652328,0.878704314,0.38113455,0.909921529
ASV7112,-5.425837064,1.6708021,-3.247444485,0.001471547,
ASV7123,-5.210758466,1.801350922,-2.892694812,0.00445904,
ASV7135,4.352794389,2.266443169,1.920539834,0.056914121,
ASV7141,-1.758297909,2.599604178,-0.676371397,0.499970663,
ASV7147,-0.361102661,1.651285194,-0.218679767,0.82723222,0.941629169
ASV7156,2.777405898,2.550097886,1.089136975,0.278048343,
ASV7165,-5.847223999,,,,
ASV7169,0.342355461,1.191056444,0.287438486,0.774220635,
ASV7171,0.380857953,0.947176779,0.402098069,0.688252503,0.941629169
ASV7175,-3.032131191,,,,
ASV7178,-1.378345024,4.162580666,-0.331127523,0.741065413,
ASV7180,-19.42314547,654637.6812,-2.97E-05,0.999976371,
ASV7185,-4.307282812,,,,
ASV7191,-4.91347085,,,,
ASV7196,-1.423296033,1.901238299,-0.748615276,0.455401119,
ASV7201,-16.16049664,,,,
ASV7202,0.810755118,1.780085213,0.4554586,0.649516501,
ASV7206,-19.1328434,176515.9582,-0.000108392,0.999913677,
ASV7207,-2.756958279,1.874084303,-1.47109619,0.143609554,0.691678021
ASV7211,-4.610721778,,,,
ASV7214,0.861600759,2.416581426,0.356537028,0.721999209,
ASV7218,6.35239808,,,,
ASV7222,0.311173364,1.274973404,0.244062631,0.807555601,0.941629169
ASV7224,-0.486721288,1.646919052,-0.295534433,0.768043106,0.941629169
ASV7225,-5.662450548,,,,
ASV7228,-4.922419689,,,,
ASV7231,-0.457021824,1.869919592,-0.244407207,0.807289303,
ASV7235,-20.9114361,700342.5707,-2.99E-05,0.99997622,
ASV7237,0.035911146,1.095521871,0.032779944,0.973898848,0.994620707
ASV7239,2.177162387,1.706559401,1.275761269,0.204246984,
ASV7245,-0.672428946,3.287000232,-0.204572223,0.838216756,
ASV7263,-5.692531196,,,,
ASV7264,-2.476702737,1.329553051,-1.862808509,0.064678703,
ASV7272,1.788973822,1.536214117,1.164534164,0.246276678,
ASV7277,3.4293163,,,,
ASV7285,-18.32693208,102602.624,-0.000178621,0.999857747,
ASV7288,-5.559511839,1.350442936,-4.116806191,6.68E-05,
ASV7301,-5.966880596,1.234647255,-4.832862642,3.63E-06,
ASV7305,0.311601771,0.606546623,0.513730948,0.608286189,0.941629169
ASV7306,-5.340275573,2.653575823,-2.012482751,0.046173235,
ASV7314,-0.140103551,4.088394097,-0.034268602,0.972713956,
ASV7317,-4.257175503,,,,
ASV7320,-3.95608375,,,,
ASV7321,25.9664856,,,,
ASV7322,-14.73546965,,,,
ASV7323,-0.442665243,1.937776235,-0.228439814,0.819652584,
ASV7327,-5.898014517,1.951870657,-3.021724056,0.00301155,
ASV7343,0.838489775,,,,
ASV7347,-4.50118965,1.795569831,-2.506830741,0.013377342,
ASV7362,-18.59649334,,,,
ASV7366,-17.04532164,,,,
ASV7379,-5.050555729,,,,
ASV7381,-5.620426689,,,,
ASV7384,4.235353207,1.437046372,2.947262725,0.003782802,
ASV7386,0.085428092,3.468619321,0.024628846,0.980387649,
ASV7390,-0.827794131,2.790027061,-0.296697527,0.76715683,
ASV7400,4.860040722,1.482822611,3.277560435,0.001333707,
ASV7407,1.741406662,2.72663584,0.63866492,0.524131039,
ASV7408,-6.543759323,0.953837416,-6.860455686,2.30E-10,5.66E-10
ASV7411,3.056283642,2.199321467,1.389648438,0.166940193,
ASV7415,4.697920148,1.730243841,2.71517808,0.007496683,
ASV7416,-4.833703684,2.120180576,-2.279854715,0.024195956,
ASV7418,-17.05181099,,,,
ASV7431,-5.024167999,,,,
ASV7439,0.696836849,3.090751659,0.225458699,0.821965941,
ASV7442,-5.047375706,,,,
ASV7447,-5.306595609,,,,
ASV7450,-1.62987064,1.649018806,-0.988388146,0.324743947,
ASV7452,4.250174522,2.302801131,1.845654175,0.067149531,
ASV7454,-16.47882288,71513.51033,-0.00023043,0.999816487,
ASV7458,-13.01040792,24270.49633,-0.000536059,0.999573084,
ASV7462,-3.8202904,,,,
ASV7468,-0.727339726,2.644255374,-0.2750641,0.783690656,
ASV7480,4.551427789,1.794771576,2.53593708,0.012362522,
ASV7486,-0.394949376,1.22328734,-0.32285904,0.747305235,
ASV7487,-1.182050033,1.718826711,-0.687707507,0.492825651,
ASV7488,0.369579846,1.539845871,0.240010934,0.810688551,
ASV7492,5.938850477,,,,
ASV7498,-0.435589547,1.497693279,-0.290840289,0.771623137,
ASV7503,-4.54080856,,,,
ASV7506,-19.93498393,,,,
ASV7512,0.061403422,6.058052762,0.010135835,0.991927987,
ASV7515,0.688019281,1.98994896,0.3457472,0.730074918,
ASV7516,1.360607829,2.284834409,0.595495159,0.552516947,
ASV7517,5.774544405,,,,
ASV7524,-3.445201792,0.975624955,-3.531276824,0.00056762,0.010498028
ASV7525,0.801355571,1.379514946,0.580896621,0.562285858,
ASV7526,22.1283003,861913.5796,2.57E-05,0.999979554,
ASV7532,5.046875778,,,,
ASV7533,4.071982849,1.389093739,2.931395294,0.00396902,
ASV7544,-5.67206598,,,,
ASV7553,4.021802998,1.911752332,2.103725954,0.037271186,
ASV7554,1.437927383,3.141250259,0.457756391,0.647868852,
ASV7559,-2.903723608,,,,
ASV7562,2.961834386,1.638722068,1.807404955,0.072942422,
ASV7565,-15.86780277,,,,
ASV7575,-17.38084883,93238.41517,-0.000186413,0.999851541,
ASV7576,-5.091765481,1.404990955,-3.624055701,0.000410666,
ASV7589,1.67703808,2.57161049,0.65213534,0.515430932,
ASV7591,-6.04921594,,,,
ASV7601,-3.588808376,,,,
ASV7604,-16.20782099,73555.2274,-0.000220349,0.999824515,
ASV7606,-4.929440138,,,,
ASV7609,5.781797032,3.275875488,1.764962391,0.079848207,
ASV7610,-4.911190488,,,,
ASV7612,-3.7736366,1.594721448,-2.366329621,0.019397493,
ASV7615,-0.376786938,2.260946616,-0.166650081,0.867896591,
ASV7626,-0.688426098,1.500986183,-0.458649191,0.647229133,
ASV7628,-15.80076869,,,,
ASV7630,-4.073864371,1.457505682,-2.795093304,0.005950814,
ASV7640,-1.218240959,1.659436893,-0.734129128,0.464152671,
ASV7661,-4.428495272,,,,
ASV7668,-18.32999005,305825.6517,-5.99E-05,0.999952267,
ASV7673,-1.832430621,1.52480502,-1.201747501,0.231580941,0.789853955
ASV7674,-0.666992638,6.866547039,-0.097136542,0.922763098,
ASV7683,0.931123986,0.972959933,0.957001366,0.340289971,0.905309277
ASV7688,-6.177531497,1.110241332,-5.564133958,1.38E-07,
ASV7697,28.79692622,176099.6579,0.000163526,0.999869768,
ASV7703,-0.416767186,0.412107252,-1.011307574,0.313691859,0.905309277
ASV7706,-1.049361088,1.288056328,-0.814685713,0.41669776,
ASV7708,-14.72998418,19468.66326,-0.0007566,0.999397446,
ASV7709,4.052345298,2.128474851,1.903872764,0.059070823,
ASV7720,2.03556229,1.411605257,1.442019488,0.151630009,
ASV7727,0.350411474,2.056160007,0.170420334,0.864936625,
ASV7734,-3.012502999,1.538239333,-1.958409809,0.052259071,
ASV7761,-2.6648306,2.068149309,-1.288509775,0.199788851,
ASV7764,3.054720113,2.335263645,1.308083616,0.193084428,
ASV7765,-4.913558653,,,,
ASV7766,-1.514118629,3.298097924,-0.459088439,0.646914494,
ASV7770,-2.184440962,3.194748776,-0.683759856,0.495307511,
ASV7774,-4.760258861,,,,
ASV7776,-0.851191079,1.298643656,-0.655446223,0.513304205,0.941629169
ASV7779,2.114384333,2.38403682,0.886892482,0.376725782,
ASV7785,-4.785745846,,,,
ASV7791,0.142795264,1.172770555,0.12175891,0.903272361,0.967784347
ASV7795,-0.418693925,2.538169049,-0.164959038,0.869224814,
ASV7801,-2.683026172,2.927196481,-0.91658561,0.361006482,
ASV7802,2.411138523,3.773600139,0.638949129,0.523946694,
ASV7809,-18.25320463,352310.0755,-5.18E-05,0.999958739,
ASV7816,-18.82129577,362928.0798,-5.19E-05,0.999958699,
ASV7819,-5.646281215,,,,
ASV7822,-1.033774836,0.873898704,-1.182945839,0.238925186,0.789853955
ASV7826,-2.870480974,,,,
ASV7829,6.346511062,1.535476752,4.133251156,6.27E-05,
ASV7837,-0.450573184,3.082671789,-0.146163203,0.884012207,
ASV7839,-5.580390493,,,,
ASV7856,4.301354944,1.739891512,2.472197211,0.01468141,
ASV7857,-5.909613935,,,,
ASV7859,0.493603859,2.712902777,0.181946756,0.855899463,
ASV7863,-5.322040935,,,,
ASV7864,-4.727904308,,,,
ASV7881,1.003809693,0.921595606,1.089208419,0.278016959,0.859438262
ASV7886,-5.552069629,,,,
ASV7901,6.486833111,,,,
ASV7902,1.046990743,3.028839712,0.345673869,0.730129908,
ASV7912,-5.422479879,,,,
ASV7919,-16.04804011,,,,
ASV7923,1.052023117,0.811327391,1.29666905,0.196973531,0.738688245
ASV7929,-5.097297701,,,,
ASV7931,-0.077876245,1.578591773,-0.049332732,0.960727591,0.994620707
ASV7933,-5.560508793,1.641731281,-3.386978648,0.000927881,
ASV7935,-18.53553012,124087.7371,-0.000149374,0.999881039,
ASV7937,6.015779218,1.212821806,4.960150937,2.10E-06,
ASV7941,-5.178882536,,,,
ASV7942,0.73587179,2.66416991,0.276210533,0.782811913,
ASV7949,1.50297356,2.943176543,0.510663747,0.610426787,0.941629169
ASV7950,0.10853695,4.952365825,0.021916182,0.982547418,
ASV7955,5.745900089,0.710256908,8.089889767,3.17E-13,
ASV7958,-0.322133299,1.173692139,-0.274461495,0.784152667,0.941629169
ASV7975,4.47537554,2.084666679,2.14680629,0.033609423,
ASV7982,-3.839017117,1.248401521,-3.075146139,0.002550624,
ASV7983,-1.146080589,,,,
ASV7985,-5.014645157,,,,
ASV7986,-0.01509311,3.934335995,-0.003836253,0.996944825,
ASV7988,-0.418361199,2.124344206,-0.196936635,0.844175515,
ASV8003,-5.882083081,,,,
ASV8004,0.404007258,2.061223182,0.196003645,0.844904239,
ASV8006,-4.409995177,,,,
ASV8008,-18.11862564,140787.7189,-0.000128695,0.999897508,
ASV8010,-5.824055557,0.940607138,-6.191804547,6.79E-09,
ASV8019,-3.640649303,1.118361233,-3.255342902,0.001434166,
ASV8020,-4.089209733,,,,
ASV8024,-1.218445142,1.093830628,-1.113924872,0.267305473,0.841853539
ASV8026,4.718141695,1.061637013,4.444213643,1.83E-05,
ASV8029,4.5113775,1.574523549,2.865233425,0.004839728,
ASV8033,0.343466908,3.514439641,0.097730205,0.922292561,
ASV8041,-0.684471522,2.199448799,-0.311201389,0.756131133,
ASV8043,-5.391369655,,,,
ASV8048,-15.69786961,,,,
ASV8051,-14.3490416,33436.70821,-0.00042914,0.999658234,
ASV8052,0.41891321,0.465198321,0.900504563,0.369467343,0.905309277
ASV8056,-5.817203265,,,,
ASV8062,-20.48298006,322902.9797,-6.34E-05,0.999949481,
ASV8067,4.110331706,2.610916882,1.574286694,0.117779284,
ASV8069,-2.807564823,1.168656938,-2.402385791,0.017659117,0.173393922
ASV8073,-1.63627316,3.840896492,-0.426013344,0.67078163,
ASV8079,-1.038747931,2.802889461,-0.370598964,0.711521436,
ASV8088,0.663155135,2.094742702,0.316580711,0.75205442,
ASV8090,2.242481439,2.436029013,0.920547919,0.358940777,
ASV8093,-0.078491772,1.787229149,-0.043918136,0.965035037,
ASV8094,-20.60414286,,,,
ASV8108,-3.66726964,2.711275418,-1.35259945,0.178461652,
ASV8109,-3.195333451,,,,
ASV8113,3.724548518,,,,
ASV8115,-16.32151106,,,,
ASV8129,-4.622621235,,,,
ASV8130,3.604366327,1.761676395,2.045986616,0.042713764,
ASV8145,-0.67414556,2.129211845,-0.316617419,0.752026625,
ASV8151,6.752739649,1.290120714,5.234192099,6.24E-07,
ASV8158,-3.059811566,,,,
ASV8162,5.968750756,1.22160197,4.88600289,2.89E-06,
ASV8163,-15.55992673,32521.77016,-0.000478446,0.999618966,
ASV8177,-0.186709901,0.686341755,-0.272036343,0.786012778,0.941629169
ASV8178,0.389620945,1.079167111,0.361038565,0.718639187,0.941629169
ASV8181,1.190989512,0.789569694,1.508403275,0.133805503,0.691678021
ASV8189,-0.013511401,2.274366533,-0.005940731,0.995268845,
ASV8190,-0.636186367,1.130104269,-0.56294484,0.574413132,
ASV8191,0.551197938,3.356538795,0.164216168,0.869808417,
ASV8198,-20.97190074,893012.2233,-2.35E-05,0.999981297,
ASV8199,0.324860999,3.303236768,0.098346265,0.921804303,
ASV8207,-4.029323061,,,,
ASV8213,-19.46753014,237856.7488,-8.18E-05,0.999934818,
ASV8221,-1.046587764,1.086875417,-0.962932594,0.337315827,
ASV8224,-18.86854813,512276.2758,-3.68E-05,0.999970666,
ASV8234,-0.129284931,0.836174017,-0.154614863,0.877357589,0.961632007
ASV8237,-4.876147351,,,,
ASV8244,-18.23118376,149315.822,-0.000122098,0.999902761,
ASV8249,-1.356889933,1.470896675,-0.922491672,0.357930176,0.905309277
ASV8252,2.677256381,2.00373161,1.336135222,0.183769686,
ASV8253,4.860045711,1.544980513,3.145700331,0.002041592,
ASV8255,-0.149249544,1.028982002,-0.145045826,0.884892632,0.962621608
ASV8257,0.060799145,1.062430923,0.057226445,0.954450058,0.994620707
ASV8260,0.769535225,0.874857367,0.879612213,0.380644136,0.909921529
ASV8261,-15.60706249,,,,
ASV8262,-6.747855202,,,,
ASV8267,-0.16551105,0.508719386,-0.325348424,0.745424834,0.941629169
ASV8268,1.555101918,1.775831325,0.875703619,0.382758207,
ASV8270,0.109529218,0.587522851,0.186425461,0.852393065,0.943612994
ASV8271,5.836923107,1.332961797,4.378912525,2.38E-05,
ASV8281,-12.73301388,27277.03863,-0.000466803,0.999628239,
ASV8283,-17.95102311,121735.2573,-0.00014746,0.999882564,
ASV8291,-3.54343102,1.338381897,-2.647548526,0.009080145,
ASV8305,-0.176655555,2.179240857,-0.081062887,0.93551289,
ASV8309,-4.523692868,,,,
ASV8315,1.33399787,0.671901815,1.985405961,0.049140783,0.353244925
ASV8317,-20.54724837,853661.1076,-2.41E-05,0.999980831,
ASV8324,-5.491744322,,,,
ASV8328,-18.67612218,303255.0531,-6.16E-05,0.999950953,
ASV8330,1.138864819,0.987648296,1.153107664,0.250918948,
ASV8332,-1.289074416,2.500795143,-0.515465819,0.607076923,
ASV8333,-17.62098082,122347.1663,-0.000144024,0.999885299,
ASV8336,-13.65321849,,,,
ASV8338,0.530833421,0.380676198,1.394448676,0.165489749,0.695619436
ASV8348,0.367975593,1.718105263,0.214175232,0.830735976,
ASV8354,-0.661902769,0.773532092,-0.855688828,0.393697388,0.917844497
ASV8358,-0.507690651,0.745593978,-0.680921073,0.497096397,0.941629169
ASV8362,6.80908988,,,,
ASV8369,0.220422249,2.889404415,0.076286396,0.939305029,
ASV8374,-4.291920498,,,,
ASV8377,-1.381315919,1.16242742,-1.188302938,0.236815885,0.789853955
ASV8385,-1.667282937,2.384169059,-0.699314057,0.485567898,
ASV8394,2.554504226,2.055777678,1.242597511,0.216186264,
ASV8402,-5.175289389,,,,
ASV8404,-5.941546317,1.148327418,-5.174087308,8.17E-07,
ASV8408,1.116140201,1.2984781,0.859575684,0.391558159,
ASV8418,-5.479378955,,,,
ASV8419,-5.158165841,,,,
ASV8420,-6.509360352,,,,
ASV8423,0.214388872,0.400001185,0.535970593,0.592867428,0.941629169
ASV8435,-5.434832933,,,,
ASV8442,-2.413117337,3.233520513,-0.746281747,0.456804502,
ASV8447,4.510559308,1.3187056,3.420444493,0.00082901,0.014736596
ASV8448,-4.903951568,,,,
ASV8456,1.33463343,1.89937399,0.702670162,0.483480229,
ASV8459,-3.368710393,1.207238876,-2.790425707,0.006032426,
ASV8478,-19.07438943,139692.5648,-0.000136545,0.999891256,
ASV8482,0.234232803,1.645107281,0.142381476,0.886992552,0.962621608
ASV8484,0.969558841,3.252756583,0.298072978,0.766109138,
ASV8486,-4.922041933,,,,
ASV8487,0.549954793,,,,
ASV8498,-2.484766679,1.178687462,-2.108079334,0.036886178,0.304156899
ASV8506,-6.466382836,,,,
ASV8510,-5.097014979,0.637140526,-7.999828564,5.20E-13,4.11E-13
ASV8515,1.01116467,2.164646337,0.467126963,0.641167723,
ASV8517,-3.335185025,2.146974984,-1.553434507,0.122678032,
ASV8524,-2.915272104,1.004438917,-2.902388641,0.004331349,
ASV8526,-0.338111291,0.359088978,-0.941580809,0.348101681,0.905309277
ASV8536,-0.063031826,2.260741958,-0.027881035,0.977798515,
ASV8538,-4.086514088,,,,
ASV8545,-5.090633532,,,,
ASV8549,-16.6682131,,,,
ASV8551,2.253839028,1.490296273,1.512342927,0.132801512,
ASV8553,-0.245300962,0.597820241,-0.410325622,0.68222242,0.941629169
ASV8564,-0.595143579,1.08154198,-0.550273212,0.58304811,
ASV8565,-4.375756357,,,,
ASV8574,-14.39423645,33352.28161,-0.000431582,0.999656289,
ASV8576,-20.07343305,239567.6233,-8.38E-05,0.99993327,
ASV8583,-21.61309514,579940.3357,-3.73E-05,0.99997032,
ASV8590,-1.010983176,4.511194863,-0.22410541,0.823016616,
ASV8592,-0.870277983,2.274390316,-0.382642318,0.702591245,
ASV8596,4.242390655,,,,
ASV8602,5.096991013,1.927516769,2.644330308,0.009162525,
ASV8605,-17.31103638,55383.98284,-0.000312564,0.999751075,
ASV8609,-5.743077614,,,,
ASV8611,-5.284958861,,,,
ASV8624,-0.276451325,3.252860592,-0.084987142,0.932398458,
ASV8627,-2.928790098,,,,
ASV8631,-3.643849377,,,,
ASV8637,0.457777712,4.99400553,0.09166544,0.927100749,
ASV8646,-5.027754253,1.505225999,-3.340198918,0.001084707,
ASV8647,-3.746121743,1.358066802,-2.758422293,0.006620025,0.073718335
ASV8648,-7.016321676,,,,
ASV8659,-5.139457358,,,,
ASV8662,0.144935177,1.726699937,0.083937674,0.933231254,
ASV8667,-5.583667101,,,,
ASV8669,0.168215526,0.768506735,0.218886209,0.827071726,0.941629169
ASV8670,5.615406268,1.430891198,3.924411775,0.00013834,
ASV8671,-0.121766101,2.965261126,-0.041064208,0.96730583,
ASV8672,-17.42378063,,,,
ASV8687,4.938803863,1.74048365,2.837604284,0.005252538,
ASV8690,-4.956547184,,,,
ASV8700,-18.54239783,186655.5149,-9.93E-05,0.999920886,
ASV8704,-3.921603583,,,,
ASV8707,-0.276022808,2.59966144,-0.106176444,0.915601146,
ASV8717,1.401419009,2.149559547,0.651956356,0.515546033,
ASV8723,-1.413504491,0.812997253,-1.738633784,0.08439601,0.501717334
ASV8729,0.468685142,0.844034105,0.555291711,0.579620978,0.941629169
ASV8747,1.047783523,4.411738839,0.237498991,0.81263244,
ASV8748,-6.303605972,,,,
ASV8787,-5.77387938,,,,
ASV8789,2.174754712,1.595344728,1.363187952,0.175109407,
ASV8808,-15.93470154,,,,
ASV8812,-1.499699383,1.796800375,-0.834649972,0.405400369,0.92005211
ASV8815,-6.41095828,,,,
ASV8823,-0.768239528,1.263437051,-0.608055247,0.54418005,0.941629169
ASV8827,-5.861158861,,,,
ASV8867,0.570391852,1.808959895,0.315314814,0.753013155,
ASV8868,-17.58503649,,,,
ASV8870,-4.630191435,,,,
ASV8871,-3.372758607,,,,
ASV8872,-5.978753481,,,,
ASV8880,-6.282028755,,,,
ASV8893,-6.218533429,1.349852205,-4.606825403,9.41E-06,
ASV8896,-2.315267485,,,,
ASV8898,-3.865788122,0.971640195,-3.978621039,0.000112948,
ASV8902,4.015340248,3.711402566,1.081892944,0.281243217,
ASV8906,-4.096112571,1.159702883,-3.532036207,0.000566132,
ASV8907,1.107473177,3.319091896,0.333667525,0.739152027,
ASV8909,6.279993748,1.582845317,3.967534717,0.000117749,
ASV8910,-17.75641907,,,,
ASV8926,0.260793831,3.742329245,0.06968757,0.944546224,
ASV8929,-0.401574425,0.40830656,-0.983512059,0.327127942,0.905309277
ASV8935,2.231602261,1.730933402,1.289247904,0.199532947,
ASV8947,0.873726172,1.888154253,0.462740886,0.644300679,
ASV8950,-15.24370401,41503.67644,-0.000367286,0.999707495,
ASV8954,-1.204900837,1.639913076,-0.734734575,0.463785015,
ASV8956,1.929945512,1.543675413,1.250227538,0.213395351,
ASV8969,0.769477987,1.243114711,0.61899194,0.536972572,0.941629169
ASV8970,-18.43463506,144950.8592,-0.000127179,0.999898715,
ASV8971,-16.39904779,,,,
ASV8976,-4.865311686,1.225267772,-3.970815032,0.000116308,
ASV8980,-2.586407943,,,,
ASV8983,-0.878147147,1.68599996,-0.520846482,0.603333335,
ASV8985,4.789127761,2.046727273,2.339895415,0.020766362,
ASV8989,-1.054184253,0.653980053,-1.611951692,0.109325308,0.60339513
ASV8991,-5.403786763,,,,
ASV8992,-19.9252578,198929.3344,-0.000100162,0.999920231,
ASV8995,-4.948769141,,,,
ASV8997,6.434664652,2.86055994,2.249442342,0.02611553,
ASV8999,-18.4982977,233425.0116,-7.92E-05,0.999936888,
ASV9002,-1.105697683,3.410962657,-0.324160008,0.746322335,
ASV9003,-0.815623886,1.248268768,-0.653404064,0.514615428,0.941629169
ASV9006,5.385638629,2.443912429,2.203695421,0.029253517,
ASV9018,1.519577239,3.081898815,0.493065259,0.622773521,
ASV9020,1.408601936,3.018161987,0.466708527,0.641466333,
ASV9027,-4.280223292,0.877371761,-4.878460287,2.98E-06,
ASV9033,-0.926328669,,,,
ASV9034,-16.13929075,,,,
ASV9038,-2.765600338,1.469519494,-1.881975944,0.062008133,
ASV9048,0.551420106,1.254408471,0.439585764,0.660945271,0.941629169
ASV9059,-20.45108714,624857.4502,-3.27E-05,0.999973935,
ASV9065,4.11520532,1.555573383,2.645458816,0.009133561,
ASV9071,0.766593106,3.416269593,0.224394792,0.822791917,
ASV9073,1.851352309,1.362579588,1.358711319,0.176520833,
ASV9074,-0.63124135,0.869427344,-0.726042669,0.46907885,0.941629169
ASV9080,-1.09137432,1.439578497,-0.758120743,0.449709966,0.941629169
ASV9087,0.797174987,2.091408088,0.381166637,0.70368327,
ASV9089,-17.37512286,,,,
ASV9094,0.680251705,1.627652016,0.417934361,0.676664067,
ASV9098,-0.770918065,0.965716552,-0.798286064,0.426117006,0.940620713
ASV9101,-4.179733732,1.184042726,-3.530053132,0.000570025,
ASV9104,-18.17854696,60504.59908,-0.000300449,0.999760723,
ASV9106,-4.542517277,,,,
ASV9109,-3.781912225,,,,
ASV9114,0.151826991,1.647796645,0.092139398,0.926724892,
ASV9117,-5.116847127,,,,
ASV9119,4.152727501,1.861132807,2.231290258,0.027323612,
ASV9124,-13.90255803,19046.2092,-0.000729938,0.999418679,
ASV9128,2.677251466,2.838383577,0.94323103,0.347260249,
ASV9129,4.030381569,2.861331193,1.408568703,0.161278815,
ASV9131,-2.499601148,,,,
ASV9134,0.027782858,2.175508573,0.012770742,0.989829693,
ASV9149,-17.51013385,,,,
ASV9158,-19.91192101,350308.1497,-5.68E-05,0.999954732,
ASV9160,-3.617684322,,,,
ASV9166,-3.119849847,3.200736469,-0.974728746,0.331451161,
ASV9169,-5.593132702,,,,
ASV9174,3.403145569,2.418265487,1.407267146,0.161663514,
ASV9178,1.224490124,,,,
ASV9187,-0.755717714,1.461997059,-0.516907821,0.606072623,0.941629169
ASV9198,5.754462318,1.661684044,3.463030375,0.000717456,
ASV9205,5.892592038,2.381970811,2.473830498,0.014617454,
ASV9210,-1.813092612,2.433660286,-0.745006451,0.457572501,
ASV9212,-1.508844774,2.749908094,-0.548689164,0.584131838,
ASV9220,-5.274929836,2.412654616,-2.186359291,0.030525715,
ASV9222,-20.68747205,649900.6256,-3.18E-05,0.999974649,
ASV9228,2.116749613,2.588735682,0.817676995,0.414993187,
ASV9231,-14.3242806,22529.45385,-0.000635802,0.999493649,
ASV9237,-4.225840159,1.814125324,-2.329409166,0.021332544,
ASV9241,0.557173489,5.187994925,0.107396691,0.91463491,
ASV9242,-4.344639268,1.000118546,-4.344124288,2.74E-05,
ASV9246,0.524113059,2.509125829,0.208882732,0.834856981,
ASV9248,2.483058515,1.818243778,1.365635645,0.174341289,0.695619436
ASV9260,-17.32304058,,,,
ASV9261,-6.719666429,,,,
ASV9262,-2.102507653,1.686083525,-1.246977165,0.214581042,0.770263048
ASV9271,0.192096379,3.897180333,0.049291119,0.960760691,
ASV9279,-17.37225981,,,,
ASV9284,-0.647522706,0.674635472,-0.959811236,0.338878883,0.905309277
ASV9298,1.833735886,2.914175584,0.629246877,0.530258751,
ASV9299,-6.104490683,,,,
ASV9310,0.292508516,0.929769628,0.314603216,0.753552257,
ASV9319,2.907772562,4.099190677,0.709352843,0.479337971,
ASV9324,-15.68392499,,,,
ASV9325,7.676578306,,,,
ASV9334,-0.403670682,2.20080644,-0.183419439,0.854746172,
ASV9338,-4.826221772,,,,
ASV9358,1.96482672,2.348644451,0.83657904,0.404318639,
ASV9359,-5.422450466,,,,
ASV9361,-6.707898294,,,,
ASV9369,-3.49840915,1.695385301,-2.063489136,0.040996356,
ASV9383,-5.865815942,,,,
ASV9385,-1.921897357,2.626555861,-0.731717679,0.465618644,
ASV9395,-17.4241405,,,,
ASV9399,6.435633629,1.156172146,5.566328207,1.37E-07,
ASV9404,-4.979560438,4.263940654,-1.167830616,0.244948806,
ASV9407,-16.16813073,,,,
ASV9411,0.617327505,,,,
ASV9419,-4.563038064,,,,
ASV9430,-6.078663176,,,,
ASV9433,-4.529251624,,,,
ASV9437,-5.410344651,,,,
ASV9442,-4.779067204,1.304001753,-3.664923912,0.000355428,
ASV9446,-15.24976732,,,,
ASV9456,-5.86574962,1.477511666,-3.970019158,0.000116656,
ASV9460,-5.428741767,,,,
ASV9466,-5.667599975,,,,
ASV9467,-18.14741023,112308.962,-0.000161585,0.999871314,
ASV9478,-4.625959182,,,,
ASV9493,2.123365244,6.599387076,0.321751887,0.748142033,
ASV9496,-5.421430614,,,,
ASV9497,-1.475722171,2.248719306,-0.656250056,0.512788565,
