Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
02b4ee4388e31b7da7d6f0b591291eee	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__buccae	0.9203232267867753
02b501ffb8246077e370bd4fddb34b64	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__micronuciformis	0.9999996615211733
02c4ec6b91b68880499b5458f1f963aa	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__buccae	0.9451913772573614
02cc5149d96e74373be7afc2938cf06a	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__parainfluenzae	0.9999942374072133
02cccf189899002b819c6dab7c190a37	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Ruminococcaceae;g__Ruminococcaceae_[G-1];s__bacterium_HMT_075	0.9995146508243795
02d6712dcd29eca7f81218c37edee38e	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Catonella;s__morbi	0.9834117033053577
02e3b9eeaa420db9313b40f7e4aca31a	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.8026676932696502
02ebe0e993f6cce9f864dafff5084e29	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.9960007166829018
02ebf0afdff114e8bc516b73db248693	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__agalactiae	0.8128267150480335
02ef4fcbb13a0d30414ac65d931a93e9	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__sp._HMT_237	0.9150485434811972
02f1c0f697c4ac4793fb66f4ba7df615	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.7085088924745375
02f21e348f703cfb72bbfae29434464d	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__lingnae	0.9998812793644523
02f30bbfa9311fc77bf79b437a31870c	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__graevenitzii	0.9999999796384318
02f8f63acbd9b1ce28341ede0c2f49c5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__rava	0.999954961752986
02f90ebbe2a657bf6f400fa8c8f4db24	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.8146933157650798
